,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,19.0,PHI,NBA,SG,14.0,0.0,18.1,3.2,7.9,0.405,0.0,0.1,0.0,3.2,7.9,0.409,0.405,0.7,1.5,0.476,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,7.1
1,2018-19,20.0,PHI,NBA,SG,19.0,15.0,22.5,3.4,8.2,0.419,0.2,0.7,0.286,3.2,7.4,0.433,0.432,1.1,1.9,0.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2
2,2019-20,21.0,ORL,NBA,PG,72.0,60.0,27.7,5.0,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1
3,2020-21,22.0,ORL,NBA,PG,8.0,8.0,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
4,2021-22,23.0,ORL,NBA,PG,18.0,3.0,20.0,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8
5,2022-23,24.0,ORL,NBA,PG,60.0,60.0,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14.0
6,2023-24,25.0,ORL,NBA,PG,1.0,1.0,25.0,5.0,9.0,0.556,0.0,0.0,,5.0,9.0,0.556,0.556,0.0,0.0,,3.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,10.0
7,Career,,,NBA,,192.0,147.0,26.3,4.9,10.4,0.472,0.4,1.4,0.278,4.5,9.0,0.503,0.491,1.6,2.1,0.734,0.8,2.6,3.5,5.0,1.2,0.3,2.0,2.0,11.8
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5 seasons,,ORL,NBA,,159.0,132.0,27.5,5.3,10.9,0.481,0.4,1.6,0.278,4.8,9.3,0.516,0.502,1.7,2.2,0.767,0.8,2.7,3.5,5.4,1.3,0.3,2.2,2.0,12.7
10,2 seasons,,PHI,NBA,,33.0,15.0,20.6,3.3,8.1,0.414,0.1,0.5,0.267,3.2,7.6,0.422,0.421,0.9,1.8,0.534,1.1,2.3,3.4,3.4,0.9,0.3,1.3,2.2,7.7
