,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Tim Duncan,25.0,82,82.0,3329,764,1504,0.508,1,10,0.1,763,1494,0.511,0.508,560,701,0.799,268,774,1042,307,61,203,263,217,2089
1,2.0,David Robinson,36.0,78,78.0,2303,341,672,0.507,0,0,,341,672,0.507,0.507,269,395,0.681,191,456,647,94,86,140,104,193,951
2,3.0,Tony Parker,19.0,77,72.0,2267,268,639,0.419,61,189,0.323,207,450,0.46,0.467,108,160,0.675,33,164,197,334,89,7,151,166,705
3,4.0,Steve Smith,32.0,77,76.0,2211,310,682,0.455,116,246,0.472,194,436,0.445,0.54,159,181,0.878,45,148,193,151,54,15,108,158,895
4,5.0,Antonio Daniels,26.0,82,13.0,2175,269,612,0.44,57,196,0.291,212,416,0.51,0.486,158,210,0.752,23,153,176,228,48,12,70,104,753
5,6.0,Malik Rose,27.0,82,1.0,1725,293,633,0.463,1,12,0.083,292,621,0.47,0.464,185,257,0.72,172,320,492,61,70,42,140,208,772
6,7.0,Bruce Bowen,30.0,59,59.0,1699,155,398,0.389,56,148,0.378,99,250,0.396,0.46,46,96,0.479,42,120,162,88,62,25,66,116,412
7,8.0,Terry Porter,38.0,72,0.0,1294,136,321,0.424,59,142,0.415,77,179,0.43,0.516,68,83,0.819,12,152,164,205,45,16,85,89,399
8,9.0,Charles Smith,26.0,60,22.0,1141,182,428,0.425,35,131,0.267,147,297,0.495,0.466,42,65,0.646,34,99,133,80,52,44,59,114,441
9,10.0,Danny Ferry,35.0,50,2.0,799,76,177,0.429,43,99,0.434,33,78,0.423,0.551,34,36,0.944,15,75,90,48,16,9,22,70,229
10,11.0,Cherokee Parks,29.0,42,1.0,234,30,83,0.361,0,0,,30,83,0.361,0.361,3,8,0.375,24,34,58,10,7,8,14,34,63
11,12.0,Stephen Jackson,23.0,23,1.0,227,34,91,0.374,9,36,0.25,25,55,0.455,0.423,12,17,0.706,3,23,26,11,15,3,23,29,89
12,13.0,Mark Bryant,36.0,30,3.0,206,25,55,0.455,0,0,,25,55,0.455,0.455,6,8,0.75,25,19,44,10,7,2,6,38,56
13,14.0,Amal McCaskill,28.0,27,0.0,153,20,49,0.408,0,0,,20,49,0.408,0.408,12,26,0.462,16,20,36,4,6,10,14,23,52
14,15.0,Jason Hart,23.0,10,0.0,92,10,19,0.526,0,2,0.0,10,17,0.588,0.526,6,6,1.0,4,9,13,12,7,1,8,16,26
15,,,,82,,19855,2913,6363,0.458,438,1211,0.362,2475,5152,0.48,0.492,1668,2249,0.742,907,2566,3473,1643,625,537,1180,1575,7932
