,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Brook Lopez,21.0,82,82.0,3027,563,1129,0.499,0,2,0.0,563,1127,0.5,0.499,416,509,0.817,270,439,709,187,55,139,204,251,1542
1,2.0,Courtney Lee,24.0,71,66.0,2375,338,775,0.436,76,225,0.338,262,550,0.476,0.485,133,153,0.869,60,192,252,121,93,20,76,130,885
2,3.0,Devin Harris,26.0,64,61.0,2221,356,884,0.403,60,217,0.276,296,667,0.444,0.437,308,386,0.798,24,179,203,423,79,18,181,178,1080
3,4.0,Terrence Williams,22.0,78,9.0,1764,261,651,0.401,31,100,0.31,230,551,0.417,0.425,103,144,0.715,46,302,348,223,43,10,124,126,656
4,5.0,Chris Douglas-Roberts,23.0,67,38.0,1730,255,573,0.445,14,54,0.259,241,519,0.464,0.457,133,157,0.847,45,153,198,93,55,19,97,101,657
5,6.0,Yi Jianlian,22.0,52,51.0,1655,227,563,0.403,15,41,0.366,212,522,0.406,0.417,154,193,0.798,115,257,372,47,37,52,77,170,623
6,7.0,Trenton Hassell,30.0,52,31.0,1106,90,219,0.411,0,5,0.0,90,214,0.421,0.411,52,69,0.754,56,96,152,50,17,9,47,91,232
7,8.0,Josh Boone,25.0,63,28.0,1045,117,223,0.525,0,0,,117,223,0.525,0.525,19,58,0.328,124,191,315,29,30,48,37,111,253
8,9.0,Jarvis Hayes,28.0,45,19.0,1033,138,328,0.421,60,179,0.335,78,149,0.523,0.512,14,18,0.778,9,99,108,40,29,9,28,91,350
9,10.0,Keyon Dooling,29.0,53,8.0,971,129,324,0.398,59,157,0.376,70,167,0.419,0.489,47,61,0.77,8,46,54,135,34,0,59,82,364
10,11.0,Kris Humphries,24.0,44,0.0,906,127,293,0.433,0,1,0.0,127,292,0.435,0.433,102,146,0.699,82,201,283,25,29,37,53,102,356
11,12.0,Rafer Alston,33.0,27,13.0,766,95,277,0.343,28,87,0.322,67,190,0.353,0.394,44,54,0.815,9,66,75,104,27,5,61,50,262
12,13.0,Bobby Simmons,29.0,23,2.0,395,42,117,0.359,20,63,0.317,22,54,0.407,0.444,18,20,0.9,11,52,63,15,15,3,19,52,122
13,14.0,Sean Williams,23.0,20,0.0,227,21,49,0.429,0,1,0.0,21,48,0.438,0.429,10,19,0.526,21,25,46,1,8,19,20,41,52
14,15.0,Chris Quinn,26.0,25,0.0,223,20,56,0.357,10,32,0.313,10,24,0.417,0.446,6,6,1.0,1,15,16,29,9,1,10,15,56
15,16.0,Eduardo Nájera,33.0,13,2.0,204,20,53,0.377,3,17,0.176,17,36,0.472,0.406,6,12,0.5,12,26,38,15,9,2,12,33,49
16,17.0,Tony Battie,33.0,15,0.0,134,14,40,0.35,1,4,0.25,13,36,0.361,0.363,7,10,0.7,4,19,23,3,4,2,3,19,36
17,,,,82,,19780,2813,6554,0.429,377,1185,0.318,2436,5369,0.454,0.458,1572,2015,0.78,897,2358,3255,1540,573,393,1182,1643,7575
