,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Pau Gasol,23.0,78,78.0,2458,506,1049,0.482,4,15,0.267,502,1034,0.485,0.484,365,511,0.714,206,394,600,198,44,132,187,185,1381
1,2.0,James Posey,27.0,82,82.0,2451,368,770,0.478,112,290,0.386,256,480,0.533,0.551,278,335,0.83,92,311,403,122,137,40,112,248,1126
2,3.0,Jason Williams,28.0,72,68.0,2115,290,713,0.407,120,364,0.33,170,349,0.487,0.491,82,98,0.837,25,122,147,492,92,5,136,97,782
3,4.0,Shane Battier,25.0,79,1.0,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669
4,5.0,Mike Miller,23.0,65,65.0,1770,270,616,0.438,80,215,0.372,190,401,0.474,0.503,102,141,0.723,42,174,216,232,59,14,107,162,722
5,6.0,Lorenzen Wright,28.0,65,46.0,1674,257,586,0.439,0,5,0.0,257,581,0.442,0.439,96,131,0.733,144,301,445,71,45,58,77,192,610
6,7.0,Earl Watson,24.0,81,14.0,1669,172,464,0.371,26,106,0.245,146,358,0.408,0.399,90,138,0.652,49,129,178,402,91,19,146,175,460
7,8.0,Bo Outlaw,32.0,82,1.0,1606,159,312,0.51,0,4,0.0,159,308,0.516,0.51,61,116,0.526,125,217,342,90,73,70,69,170,379
8,9.0,Stromile Swift,24.0,77,10.0,1528,268,571,0.469,1,4,0.25,267,567,0.471,0.47,190,262,0.725,141,237,378,38,56,118,88,188,727
9,10.0,Bonzi Wells,27.0,59,17.0,1468,295,675,0.437,21,61,0.344,274,614,0.446,0.453,117,156,0.75,57,142,199,104,71,16,129,159,728
10,11.0,Jake Tsakalidis,24.0,40,28.0,533,67,133,0.504,0,0,,67,133,0.504,0.504,36,61,0.59,37,91,128,18,9,22,23,79,170
11,12.0,Wesley Person,32.0,16,0.0,284,33,107,0.308,11,43,0.256,22,64,0.344,0.36,6,8,0.75,2,16,18,23,5,2,16,11,83
12,13.0,Theron Smith,23.0,20,0.0,178,16,43,0.372,6,12,0.5,10,31,0.323,0.442,6,8,0.75,13,28,41,7,5,5,14,18,44
13,14.0,Dahntay Jones,23.0,20,0.0,154,15,53,0.283,1,4,0.25,14,49,0.286,0.292,5,11,0.455,7,16,23,12,5,6,12,23,36
14,15.0,Troy Bell,23.0,6,0.0,34,4,18,0.222,0,4,0.0,4,14,0.286,0.222,3,3,1.0,3,1,4,4,1,0,6,6,11
15,16.0,Ryan Humphrey,24.0,2,0.0,11,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,2,1,3,1,1,0,2,3,2
16,,,,82,,19880,2963,6657,0.445,447,1314,0.34,2516,5343,0.471,0.479,1557,2143,0.727,1047,2381,3428,1915,795,565,1226,1903,7930
