,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Anthony Davis,23.0,75,75.0,2708,770,1526,0.505,40,134,0.299,730,1392,0.524,0.518,519,647,0.802,172,712,884,157,94,167,181,168,2099
1,2.0,Solomon Hill,25.0,80,71.0,2374,183,478,0.383,94,270,0.348,89,208,0.428,0.481,103,128,0.805,51,256,307,141,72,32,82,182,563
2,3.0,Jrue Holiday,26.0,67,61.0,2190,405,893,0.454,100,281,0.356,305,612,0.498,0.51,119,168,0.708,46,218,264,488,100,44,194,133,1029
3,4.0,E'Twaun Moore,27.0,73,22.0,1820,283,619,0.457,77,208,0.37,206,411,0.501,0.519,57,74,0.77,33,119,152,164,50,32,62,131,700
4,5.0,Dante Cunningham,29.0,66,35.0,1649,174,359,0.485,71,181,0.392,103,178,0.579,0.584,16,27,0.593,56,221,277,37,39,28,28,100,435
5,6.0,Tim Frazier,26.0,65,35.0,1525,163,404,0.403,40,128,0.313,123,276,0.446,0.453,98,129,0.76,34,139,173,335,56,6,101,133,464
6,7.0,Terrence Jones,25.0,51,12.0,1264,231,489,0.472,19,75,0.253,212,414,0.512,0.492,103,170,0.606,65,238,303,59,39,53,48,67,584
7,8.0,Buddy Hield,24.0,57,37.0,1161,185,471,0.393,89,241,0.369,96,230,0.417,0.487,29,33,0.879,19,147,166,77,18,7,48,81,488
8,9.0,Langston Galloway,25.0,55,0.0,1120,165,441,0.374,101,268,0.377,64,173,0.37,0.489,40,52,0.769,20,101,121,65,40,5,28,76,471
9,10.0,Alexis Ajinça,28.0,39,15.0,584,89,178,0.5,0,4,0.0,89,174,0.511,0.5,29,40,0.725,46,131,177,12,20,22,31,77,207
10,11.0,DeMarcus Cousins,26.0,17,17.0,574,142,314,0.452,36,96,0.375,106,218,0.486,0.51,94,121,0.777,37,174,211,66,25,19,62,75,414
11,12.0,Ömer Aşık,30.0,31,19.0,482,31,65,0.477,0,0,,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85
12,13.0,Donatas Motiejūnas,26.0,34,0.0,479,57,138,0.413,11,47,0.234,46,91,0.505,0.453,25,49,0.51,26,75,101,32,18,11,31,55,150
13,14.0,Tyreke Evans,27.0,26,0.0,474,91,227,0.401,21,70,0.3,70,157,0.446,0.447,45,58,0.776,6,80,86,91,23,4,39,41,248
14,15.0,Jordan Crawford,28.0,19,0.0,442,105,218,0.482,37,95,0.389,68,123,0.553,0.567,20,26,0.769,4,30,34,57,11,2,25,30,267
15,16.0,Cheick Diallo,20.0,17,0.0,199,36,76,0.474,0,0,,36,76,0.474,0.474,15,21,0.714,23,50,73,4,4,7,7,17,87
16,17.0,Hollis Thompson,25.0,9,8.0,191,11,41,0.268,6,24,0.25,5,17,0.294,0.341,6,9,0.667,4,24,28,9,6,0,2,14,34
17,18.0,Lance Stephenson,26.0,6,0.0,162,26,55,0.473,1,10,0.1,25,45,0.556,0.482,5,8,0.625,3,15,18,29,2,1,11,18,58
18,19.0,Anthony Brown,24.0,9,0.0,143,14,41,0.341,6,24,0.25,8,17,0.471,0.415,0,0,,6,20,26,6,5,1,5,13,34
19,20.0,Quinn Cook,23.0,9,0.0,111,22,41,0.537,6,12,0.5,16,29,0.552,0.61,2,3,0.667,1,3,4,14,3,0,5,7,52
20,21.0,Reggie Williams,30.0,6,0.0,79,8,23,0.348,5,11,0.455,3,12,0.25,0.457,6,7,0.857,2,4,6,4,3,0,0,2,27
21,22.0,Wayne Selden,22.0,3,3.0,47,5,8,0.625,4,7,0.571,1,1,1.0,0.875,2,4,0.5,0,5,5,1,2,0,3,6,16
22,23.0,Axel Toupane,24.0,2,0.0,41,5,8,0.625,1,3,0.333,4,5,0.8,0.688,0,0,,0,1,1,0,1,1,0,5,11
23,24.0,Jarrett Jack,33.0,2,0.0,33,2,3,0.667,0,1,0.0,2,2,1.0,0.667,2,2,1.0,0,0,0,5,2,0,3,4,6
24,25.0,Archie Goodwin,22.0,3,0.0,30,2,5,0.4,1,2,0.5,1,3,0.333,0.5,10,10,1.0,0,0,0,1,0,1,0,1,15
25,26.0,Omri Casspi,28.0,1,0.0,24,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,,1,1,2,0,0,0,2,3,12
26,,,,82,,19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,0.504,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556
