,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Spencer Dinwiddie,24.0,80,58.0,2306,324,838,0.387,141,433,0.326,183,405,0.452,0.471,218,268,0.813,40,219,259,524,68,23,128,186,1007
1,2.0,Allen Crabbe,25.0,75,68.0,2197,337,827,0.407,201,532,0.378,136,295,0.461,0.529,115,135,0.852,28,296,324,117,47,35,78,168,990
2,3.0,DeMarre Carroll,31.0,73,73.0,2180,325,785,0.414,145,391,0.371,180,394,0.457,0.506,188,246,0.764,105,374,479,147,59,30,103,165,983
3,4.0,Joe Harris,26.0,78,14.0,1975,305,621,0.491,150,358,0.419,155,263,0.589,0.612,86,104,0.827,51,209,260,128,35,20,91,153,846
4,5.0,Rondae Hollis-Jefferson,23.0,68,59.0,1920,342,724,0.472,13,54,0.241,329,670,0.491,0.481,249,316,0.788,101,358,459,167,65,48,121,145,946
5,6.0,Caris LeVert,23.0,71,10.0,1864,320,735,0.435,85,245,0.347,235,490,0.48,0.493,133,187,0.711,53,207,260,299,82,22,153,159,858
6,7.0,Jarrett Allen,19.0,72,31.0,1441,234,397,0.589,5,15,0.333,229,382,0.599,0.596,114,147,0.776,144,244,388,49,28,88,82,147,587
7,8.0,Quincy Acy,27.0,70,8.0,1359,130,365,0.356,102,292,0.349,28,73,0.384,0.496,49,60,0.817,40,217,257,57,33,29,60,149,411
8,9.0,D'Angelo Russell,21.0,48,35.0,1234,278,672,0.414,90,278,0.324,188,394,0.477,0.481,97,131,0.74,30,159,189,249,36,17,147,93,743
9,10.0,Tyler Zeller,28.0,42,33.0,703,125,229,0.546,10,26,0.385,115,203,0.567,0.568,40,60,0.667,63,131,194,28,8,21,35,78,300
10,11.0,Nik Stauskas,24.0,35,0.0,478,59,150,0.393,40,99,0.404,19,51,0.373,0.527,19,27,0.704,4,59,63,38,5,4,22,21,177
11,12.0,Dante Cunningham,30.0,22,1.0,447,65,139,0.468,23,60,0.383,42,79,0.532,0.55,11,16,0.688,28,77,105,22,12,14,17,36,164
12,13.0,Trevor Booker,30.0,18,6.0,395,77,150,0.513,3,12,0.25,74,138,0.536,0.523,24,43,0.558,38,81,119,38,8,5,30,43,181
13,14.0,Timofey Mozgov,31.0,31,13.0,359,52,93,0.559,4,18,0.222,48,75,0.64,0.581,23,30,0.767,32,66,98,11,5,13,33,39,131
14,15.0,Jahlil Okafor,22.0,26,0.0,328,73,129,0.566,1,4,0.25,72,125,0.576,0.57,19,25,0.76,17,59,76,11,3,16,18,44,166
15,16.0,Sean Kilpatrick,28.0,16,0.0,183,25,87,0.287,11,43,0.256,14,44,0.318,0.351,18,19,0.947,1,34,35,15,2,1,16,8,79
16,17.0,Isaiah Whitehead,22.0,16,0.0,180,40,86,0.465,7,18,0.389,33,68,0.485,0.506,13,19,0.684,4,22,26,20,8,2,24,23,100
17,18.0,Milton Doyle,24.0,10,0.0,125,13,47,0.277,4,23,0.174,9,24,0.375,0.319,4,8,0.5,3,15,18,10,6,2,2,13,34
18,19.0,James Webb III,24.0,10,0.0,120,6,24,0.25,4,19,0.211,2,5,0.4,0.333,0,0,,8,16,24,4,1,0,4,10,16
19,20.0,Jacob Wiley,23.0,5,0.0,33,1,4,0.25,1,2,0.5,0,2,0.0,0.375,1,2,0.5,2,9,11,2,1,0,0,4,4
20,21.0,Jeremy Lin,29.0,1,1.0,25,5,12,0.417,1,2,0.5,4,10,0.4,0.458,7,7,1.0,0,0,0,4,0,0,3,3,18
21,22.0,Rashad Vaughn,21.0,1,0.0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,1,0
22,,,,82,,19855,3136,7114,0.441,1041,2924,0.356,2095,4190,0.5,0.514,1428,1850,0.772,792,2852,3644,1941,512,390,1245,1688,8741
