,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Allen Leavell,25.0,79,76.0,2602,439,1059,0.415,42,175,0.24,397,884,0.449,0.434,247,297,0.832,64,131,195,530,165,14,198,215,1167
1,2.0,Caldwell Jones,32.0,82,82.0,2440,307,677,0.453,0,2,0.0,307,675,0.455,0.453,162,206,0.786,222,446,668,138,46,131,171,278,776
2,3.0,Elvin Hayes,37.0,81,43.0,2302,424,890,0.476,2,4,0.5,422,886,0.476,0.478,196,287,0.683,199,417,616,158,50,81,200,232,1046
3,4.0,Wally Walker,28.0,82,59.0,2251,362,806,0.449,1,4,0.25,361,802,0.45,0.45,72,116,0.621,137,236,373,199,37,22,144,202,797
4,5.0,Joe Bryant,28.0,81,56.0,2055,344,768,0.448,8,36,0.222,336,732,0.459,0.453,116,165,0.703,88,189,277,186,82,30,177,258,812
5,6.0,James Bailey,25.0,69,39.0,1715,376,756,0.497,0,1,0.0,376,755,0.498,0.497,224,320,0.7,168,300,468,65,42,59,190,256,976
6,7.0,Terry Teagle,22.0,73,44.0,1708,332,776,0.428,10,29,0.345,322,747,0.431,0.434,87,125,0.696,74,120,194,150,53,18,137,171,761
7,8.0,Calvin Murphy,34.0,64,0.0,1423,337,754,0.447,4,14,0.286,333,740,0.45,0.45,138,150,0.92,34,40,74,158,59,4,89,163,816
8,9.0,Major Jones,29.0,60,4.0,878,142,311,0.457,0,2,0.0,142,309,0.46,0.457,56,102,0.549,114,149,263,39,22,22,83,104,340
9,10.0,Tom Henderson,31.0,51,2.0,789,107,263,0.407,0,2,0.0,107,261,0.41,0.407,45,57,0.789,18,51,69,138,37,2,50,57,259
10,11.0,Jeff Taylor,23.0,44,5.0,774,64,160,0.4,0,1,0.0,64,159,0.403,0.4,30,46,0.652,25,53,78,110,40,15,60,82,158
11,12.0,Billy Paultz,34.0,57,0.0,695,89,200,0.445,0,0,,89,200,0.445,0.445,26,57,0.456,54,113,167,57,12,12,41,95,204
12,13.0,Chuck Nevitt,23.0,6,0.0,64,11,15,0.733,0,0,,11,15,0.733,0.733,1,4,0.25,6,11,17,0,1,12,7,14,23
13,14.0,Calvin Garrett,26.0,4,0.0,34,4,11,0.364,0,1,0.0,4,10,0.4,0.364,2,2,1.0,3,4,7,3,0,0,3,4,10
14,,,,82,,19730,3338,7446,0.448,67,271,0.247,3271,7175,0.456,0.453,1402,1934,0.725,1206,2260,3466,1931,646,422,1571,2131,8145
