,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Ray Allen,30.0,78,78.0,3022,681,1500,0.454,269,653,0.412,412,847,0.486,0.544,324,359,0.903,71,261,332,286,105,16,188,151,1955
1,2.0,Rashard Lewis,26.0,78,77.0,2876,538,1151,0.467,142,370,0.384,396,781,0.507,0.529,350,428,0.818,111,279,390,182,102,50,141,191,1568
2,3.0,Luke Ridnour,24.0,79,77.0,2625,334,799,0.418,43,149,0.289,291,650,0.448,0.445,199,227,0.877,47,188,235,550,123,22,162,178,910
3,4.0,Damien Wilkins,26.0,82,12.0,1525,193,435,0.444,14,56,0.25,179,379,0.472,0.46,136,162,0.84,79,113,192,107,72,12,85,144,536
4,5.0,Nick Collison,25.0,66,27.0,1448,207,394,0.525,0,3,0.0,207,391,0.529,0.525,79,113,0.699,143,225,368,74,21,35,77,213,493
5,6.0,Johan Petro,20.0,68,41.0,1282,153,300,0.51,0,0,,153,300,0.51,0.51,47,75,0.627,109,187,296,15,25,51,60,213,353
6,7.0,Vladimir Radmanović,25.0,47,16.0,1089,154,384,0.401,72,196,0.367,82,188,0.436,0.495,55,62,0.887,39,148,187,72,32,15,53,130,435
7,8.0,Ronald Murray,26.0,48,2.0,1085,179,451,0.397,17,76,0.224,162,375,0.432,0.416,99,138,0.717,18,68,86,120,30,4,79,69,474
8,9.0,Robert Swift,20.0,47,20.0,987,124,241,0.515,0,0,,124,241,0.515,0.515,53,91,0.582,94,170,264,8,15,56,49,142,301
9,10.0,Chris Wilcox,23.0,29,23.0,872,167,282,0.592,0,0,,167,282,0.592,0.592,74,94,0.787,72,165,237,34,18,13,40,80,408
10,11.0,Reggie Evans,25.0,41,23.0,788,88,173,0.509,0,1,0.0,88,172,0.512,0.509,66,120,0.55,114,162,276,23,24,5,41,95,242
11,12.0,Earl Watson,26.0,24,0.0,603,98,227,0.432,42,100,0.42,56,127,0.441,0.524,38,52,0.731,7,65,72,129,31,3,61,64,276
12,13.0,Mikki Moore,30.0,47,1.0,583,54,124,0.435,0,2,0.0,54,122,0.443,0.435,46,62,0.742,44,86,130,27,7,15,40,92,154
13,14.0,Vitaly Potapenko,30.0,24,12.0,321,32,64,0.5,0,0,,32,64,0.5,0.5,10,17,0.588,26,36,62,7,2,2,14,44,74
14,15.0,Danny Fortson,29.0,23,1.0,276,27,51,0.529,0,0,,27,51,0.529,0.529,33,43,0.767,31,47,78,2,4,2,26,76,87
15,16.0,Mateen Cleaves,28.0,27,0.0,230,25,71,0.352,4,16,0.25,21,55,0.382,0.38,19,24,0.792,2,12,14,42,3,2,14,30,73
16,17.0,Mike Wilks,26.0,10,0.0,105,12,31,0.387,1,5,0.2,11,26,0.423,0.403,19,29,0.655,3,9,12,14,6,0,9,7,44
17,18.0,Noel Felix,24.0,12,0.0,82,6,25,0.24,1,3,0.333,5,22,0.227,0.26,5,8,0.625,3,10,13,2,2,3,8,13,18
18,19.0,Rick Brunson,33.0,4,0.0,31,5,8,0.625,0,1,0.0,5,7,0.714,0.625,0,0,,0,2,2,2,0,0,3,1,10
19,,,,82,,19830,3077,6711,0.459,605,1631,0.371,2472,5080,0.487,0.504,1652,2104,0.785,1013,2233,3246,1696,622,306,1208,1933,8411
