,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Andrew Bogut,23.0,78,78.0,2720,465,910,0.511,0,7,0.0,465,903,0.515,0.511,189,322,0.587,245,518,763,199,64,135,172,254,1119
1,2.0,Michael Redd,28.0,72,71.0,2702,550,1243,0.442,130,359,0.362,420,884,0.475,0.495,402,490,0.82,85,224,309,247,65,13,181,120,1632
2,3.0,Mo Williams,25.0,66,66.0,2410,441,919,0.48,89,231,0.385,352,688,0.512,0.528,166,194,0.856,37,193,230,419,78,10,182,188,1137
3,4.0,Charlie Villanueva,23.0,76,31.0,1829,354,814,0.435,55,185,0.297,299,629,0.475,0.469,123,157,0.783,145,321,466,78,30,35,107,174,886
4,5.0,Desmond Mason,30.0,59,56.0,1702,230,477,0.482,0,0,,230,477,0.482,0.482,114,173,0.659,75,181,256,121,40,30,83,106,574
5,6.0,Yi Jianlian,20.0,66,49.0,1647,219,520,0.421,6,21,0.286,213,499,0.427,0.427,122,145,0.841,106,238,344,55,36,56,90,153,566
6,7.0,Charlie Bell,28.0,68,5.0,1628,185,486,0.381,74,217,0.341,111,269,0.413,0.457,70,87,0.805,31,136,167,210,52,2,76,121,514
7,8.0,Bobby Simmons,27.0,70,21.0,1521,209,496,0.421,60,171,0.351,149,325,0.458,0.482,53,70,0.757,67,159,226,80,50,5,78,140,531
8,9.0,Royal Ivey,26.0,75,20.0,1437,149,378,0.394,35,107,0.327,114,271,0.421,0.44,85,117,0.726,38,80,118,160,45,7,75,166,418
9,10.0,Michael Ruffin,31.0,46,2.0,632,33,62,0.532,0,0,,33,62,0.532,0.532,25,63,0.397,90,96,186,24,31,19,19,93,91
10,11.0,Dan Gadzuric,29.0,51,4.0,534,64,154,0.416,0,1,0.0,64,153,0.418,0.416,33,63,0.524,67,77,144,11,20,24,34,83,161
11,12.0,Ramon Sessions,21.0,17,7.0,450,51,117,0.436,3,7,0.429,48,110,0.436,0.449,32,41,0.78,8,50,58,127,17,3,36,26,137
12,13.0,Jake Voskuhl,30.0,44,0.0,386,37,80,0.463,0,0,,37,80,0.463,0.463,24,29,0.828,30,67,97,13,9,21,29,83,98
13,14.0,Awvee Storey,30.0,26,0.0,259,39,89,0.438,0,7,0.0,39,82,0.476,0.438,14,29,0.483,31,23,54,16,7,1,10,41,92
14,,,,82,,19855,3026,6745,0.449,452,1313,0.344,2574,5432,0.474,0.482,1452,1980,0.733,1055,2363,3418,1760,544,361,1210,1748,7956
