,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Eddie Jones,30.0,81,81.0,3156,517,1198,0.432,149,382,0.39,368,816,0.451,0.494,297,355,0.837,61,317,378,262,117,77,148,258,1480
1,2.0,Alonzo Mourning,31.0,75,74.0,2455,447,866,0.516,1,3,0.333,446,863,0.517,0.517,283,431,0.657,182,450,632,87,27,186,182,258,1178
2,3.0,Rod Strickland,35.0,76,64.0,2294,316,714,0.443,8,26,0.308,308,688,0.448,0.448,154,201,0.766,49,183,232,463,82,11,159,114,794
3,4.0,Brian Grant,29.0,72,72.0,2256,286,610,0.469,0,2,0.0,286,608,0.47,0.469,101,119,0.849,168,407,575,137,48,31,122,236,673
4,5.0,Jim Jackson,31.0,55,19.0,1825,238,538,0.442,38,81,0.469,200,457,0.438,0.478,75,87,0.862,54,236,290,140,42,14,106,145,589
5,6.0,LaPhonso Ellis,31.0,66,14.0,1684,189,452,0.418,38,124,0.306,151,328,0.46,0.46,53,84,0.631,107,180,287,56,30,37,73,196,469
6,7.0,Kendall Gill,33.0,65,49.0,1410,162,422,0.384,6,44,0.136,156,378,0.413,0.391,42,62,0.677,29,155,184,100,44,8,55,140,372
7,8.0,Eddie House,23.0,64,3.0,1230,209,524,0.399,54,157,0.344,155,367,0.422,0.45,42,49,0.857,17,93,110,123,43,5,80,98,514
8,9.0,Anthony Carter,26.0,46,18.0,1050,89,260,0.342,1,19,0.053,88,241,0.365,0.344,19,36,0.528,19,98,117,214,50,3,72,85,198
9,10.0,Vladimir Stepania,25.0,67,4.0,884,117,249,0.47,1,2,0.5,116,247,0.47,0.472,50,104,0.481,100,170,270,16,24,44,52,103,285
10,11.0,Chris Gatling,34.0,54,1.0,809,131,293,0.447,1,8,0.125,130,285,0.456,0.449,82,117,0.701,71,135,206,25,17,11,58,109,345
11,12.0,Sean Marks,26.0,21,6.0,319,38,88,0.432,0,0,,38,88,0.432,0.432,20,34,0.588,19,56,75,8,5,10,19,40,96
12,13.0,Malik Allen,23.0,12,2.0,161,22,51,0.431,0,1,0.0,22,50,0.44,0.431,8,10,0.8,15,23,38,5,3,8,2,16,52
13,14.0,Sam Mack,31.0,12,1.0,159,14,49,0.286,7,28,0.25,7,21,0.333,0.357,5,7,0.714,2,12,14,4,5,1,7,17,40
14,15.0,Mike James,26.0,15,0.0,119,15,43,0.349,8,21,0.381,7,22,0.318,0.442,4,7,0.571,2,12,14,19,6,1,13,17,42
15,16.0,Tang Hamilton,23.0,9,2.0,98,10,19,0.526,0,1,0.0,10,18,0.556,0.526,0,1,0.0,6,12,18,5,4,0,2,10,20
16,17.0,Ernest Brown,22.0,3,0.0,21,1,6,0.167,0,0,,1,6,0.167,0.167,1,4,0.25,1,5,6,0,0,1,3,4,3
17,,,,82,,19930,2801,6382,0.439,312,899,0.347,2489,5483,0.454,0.463,1236,1708,0.724,902,2544,3446,1664,547,448,1217,1846,7150
