,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Morris Peterson,28.0,82,77.0,3140,478,1096,0.436,177,448,0.395,301,648,0.465,0.517,241,294,0.82,65,316,381,190,104,15,126,223,1374
1,2.0,Mike James,30.0,79,79.0,2925,576,1228,0.469,169,382,0.442,407,846,0.481,0.538,283,338,0.837,45,217,262,460,72,3,206,214,1604
2,3.0,Chris Bosh,21.0,70,70.0,2751,549,1087,0.505,0,13,0.0,549,1074,0.511,0.505,474,581,0.816,204,443,647,181,50,79,157,209,1572
3,4.0,Charlie Villanueva,21.0,81,36.0,2361,435,940,0.463,70,214,0.327,365,726,0.503,0.5,113,160,0.706,181,340,521,88,60,63,99,247,1053
4,5.0,Matt Bonner,25.0,78,6.0,1710,209,467,0.448,102,243,0.42,107,224,0.478,0.557,63,76,0.829,86,198,284,56,49,31,32,216,583
5,6.0,Joey Graham,23.0,80,24.0,1581,198,414,0.478,29,87,0.333,169,327,0.517,0.513,108,133,0.812,57,187,244,60,37,13,92,228,533
6,7.0,José Calderón,24.0,64,11.0,1487,132,312,0.423,7,43,0.163,125,269,0.465,0.434,78,92,0.848,30,111,141,288,42,4,101,93,349
7,8.0,Jalen Rose,33.0,46,22.0,1236,180,446,0.404,31,115,0.27,149,331,0.45,0.438,166,217,0.765,15,114,129,113,20,10,65,101,557
8,9.0,Rafael Araújo,25.0,52,34.0,601,53,145,0.366,0,1,0.0,53,144,0.368,0.366,15,28,0.536,43,101,144,15,24,6,42,104,121
9,10.0,Pape Sow,24.0,42,25.0,590,53,123,0.431,0,0,,53,123,0.431,0.431,41,57,0.719,54,92,146,8,21,19,30,118,147
10,11.0,Eric Williams,33.0,28,11.0,352,29,75,0.387,5,18,0.278,24,57,0.421,0.42,28,38,0.737,10,40,50,15,7,2,15,55,91
11,12.0,Darrick Martin,34.0,40,0.0,339,34,97,0.351,16,40,0.4,18,57,0.316,0.433,18,24,0.75,2,18,20,57,17,0,15,42,102
12,13.0,Loren Woods,27.0,27,4.0,324,28,59,0.475,0,1,0.0,28,58,0.483,0.475,6,14,0.429,44,66,110,4,9,23,16,49,62
13,14.0,Andre Barrett,23.0,17,0.0,261,35,97,0.361,2,13,0.154,33,84,0.393,0.371,6,9,0.667,8,14,22,50,10,0,14,12,78
14,15.0,Antonio Davis,37.0,8,8.0,191,14,31,0.452,0,0,,14,31,0.452,0.452,7,20,0.35,15,21,36,7,3,1,8,26,35
15,16.0,Aaron Williams,34.0,14,3.0,99,10,19,0.526,0,0,,10,19,0.526,0.526,5,6,0.833,5,10,15,1,4,3,5,28,25
16,17.0,Alvin Williams,31.0,1,0.0,10,0,3,0.0,0,2,0.0,0,1,0.0,0.0,1,2,0.5,0,3,3,0,0,0,0,0,1
17,,,,82,,19955,3013,6639,0.454,608,1620,0.375,2405,5019,0.479,0.5,1653,2089,0.791,864,2291,3155,1593,529,272,1071,1965,8287
