,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Brandon Rush,24.0,82,64.0,2491,297,702,0.423,124,302,0.411,173,400,0.433,0.511,56,89,0.629,41,305,346,112,56,65,93,159,774
1,2.0,Troy Murphy,29.0,72,69.0,2344,384,813,0.472,128,333,0.384,256,480,0.533,0.551,154,193,0.798,129,608,737,150,72,34,100,175,1050
2,3.0,Earl Watson,30.0,79,52.0,2322,223,524,0.426,53,184,0.288,170,340,0.5,0.476,120,169,0.71,54,186,240,399,104,16,175,181,619
3,4.0,Danny Granger,26.0,62,62.0,2278,488,1139,0.428,158,438,0.361,330,701,0.471,0.498,363,428,0.848,67,275,342,171,94,51,157,183,1497
4,5.0,Roy Hibbert,23.0,81,69.0,2035,387,782,0.495,3,6,0.5,384,776,0.495,0.497,169,224,0.754,177,287,464,158,30,131,145,285,946
5,6.0,Dahntay Jones,29.0,76,26.0,1892,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776
6,7.0,Mike Dunleavy,29.0,67,15.0,1486,229,558,0.41,75,236,0.318,154,322,0.478,0.478,133,158,0.842,25,211,236,103,38,15,72,105,666
7,8.0,T.J. Ford,26.0,47,32.0,1189,186,418,0.445,8,50,0.16,178,368,0.484,0.455,104,135,0.77,41,108,149,180,44,11,90,102,484
8,9.0,A.J. Price,23.0,56,2.0,865,145,354,0.41,60,174,0.345,85,180,0.472,0.494,60,75,0.8,12,76,88,106,35,3,59,53,410
9,10.0,Luther Head,27.0,47,10.0,813,136,311,0.437,37,105,0.352,99,206,0.481,0.497,48,58,0.828,6,74,80,72,18,9,54,53,357
10,11.0,Solomon Jones,25.0,52,2.0,675,78,176,0.443,0,3,0.0,78,173,0.451,0.443,51,71,0.718,51,93,144,32,14,37,40,125,207
11,12.0,Josh McRoberts,22.0,42,3.0,524,76,146,0.521,8,23,0.348,68,123,0.553,0.548,19,38,0.5,40,87,127,44,17,16,19,74,179
12,13.0,Tyler Hansbrough,24.0,29,1.0,511,81,225,0.36,0,4,0.0,81,221,0.367,0.36,84,113,0.743,60,78,138,28,17,8,21,70,246
13,14.0,Jeff Foster,33.0,16,3.0,255,22,46,0.478,0,1,0.0,22,45,0.489,0.478,5,9,0.556,34,47,81,21,3,4,14,45,49
14,15.0,Travis Diener,27.0,4,0.0,25,1,6,0.167,1,5,0.2,0,1,0.0,0.25,0,2,0.0,0,2,2,4,3,0,0,1,3
15,,,,82,,19705,3020,6823,0.443,659,1896,0.348,2361,4927,0.479,0.491,1564,2019,0.775,785,2618,3403,1730,585,439,1232,1848,8263
