Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with John Wall,Shared Games with Aaron Holiday,Shared Games with Saddiq Bey,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Saddiq Bey,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Saddiq Bey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,13.0,2022-12-19,24-126,HOU,SAS,0,9.583333333333334,3.0,6.0,.500,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,7.0,4.1,+2,6.0,3.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,3.0,44.0,1.2941176470588236,3.6999999999999993,79.5,2.338235294117647,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-12),L (-12)
31.0,14.0,2022-12-21,24-128,HOU,ORL,0,3.4166666666666665,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.8,+7,1.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,0.0,79.0,2.323529411764706,-0.8,107.0,3.147058823529412,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-19),L (-19)
32.0,15.0,2022-12-23,24-130,HOU,DAL,0,8.4,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.9,-11,1.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,1.0,67.0,1.9705882352941173,1.1,84.30000000000001,2.479411764705883,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-6),L (-6)
33.0,16.0,2022-12-26,24-133,HOU,CHI,0,6.1,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.1,-3,0.0,0.0,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,1.0,100.0,2.9411764705882355,-0.3000000000000002,116.89999999999998,3.4382352941176464,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-6),L (-6)
34.0,17.0,2022-12-27,24-134,HOU,BOS,0,14.8,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.9,-8,3.0,2.0,0.6666666666666666,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,7.0,50.0,1.4705882352941178,4.899999999999998,84.69999999999999,2.491176470588235,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,W (+15),W (+15)
35.0,18.0,2022-12-29,24-136,HOU,DAL,0,9.516666666666667,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.2,-10,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,-1.0,61.0,1.7941176470588236,0.7999999999999999,86.79999999999998,2.552941176470588,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-24),L (-24)
36.0,19.0,2022-12-31,24-138,HOU,NYK,1,21.433333333333334,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,2.0,3.0,5.0,0.0,0.0,2.0,1.0,4.0,1.0,0.3,-16,2.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,3.0,62.0,1.8235294117647056,-0.1000000000000009,91.1,2.679411764705882,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-15),L (-15)
37.0,20.0,2023-01-02,24-140,HOU,DAL,0,7.766666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,-3,0.0,0.0,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,4.0,93.0,2.735294117647059,0.7999999999999999,129.79999999999998,3.8176470588235287,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-20),L (-20)
38.0,21.0,2023-01-04,24-142,HOU,NOP,0,8.0,1.0,2.0,.500,0.0,0.0,,2,3.0,.667,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,3.9,+2,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,2.0,66.0,1.9411764705882355,3.100000000000001,98.7,2.902941176470588,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-5),L (-5)
39.0,,2023-01-05,24-143,HOU,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,60.0,1.7647058823529411,0.0,88.3,2.597058823529412,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-11),L (-11)
40.0,,2023-01-08,24-146,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,73.0,2.147058823529412,0.0,88.80000000000001,2.611764705882353,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-17),L (-17)
41.0,22.0,2023-01-11,24-149,HOU,SAC,0,13.533333333333331,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,4.3,-4,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,7.0,59.0,1.7352941176470589,4.3,86.99999999999999,2.5588235294117645,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-8),L (-8)
42.0,,2023-01-13,24-151,HOU,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,87.0,2.5588235294117645,0.0,97.9,2.8794117647058823,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,,
43.0,,2023-01-15,24-153,HOU,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,70.0,2.0588235294117645,0.0,82.5,2.426470588235294,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-20),L (-20)
44.0,,2023-01-16,24-154,HOU,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,79.0,2.323529411764706,0.0,106.29999999999998,3.1264705882352937,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-25),L (-25)
45.0,,2023-01-18,24-156,HOU,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,90.0,2.647058823529412,0.0,123.5,3.632352941176471,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-21),L (-21)
46.0,,2023-01-21,24-159,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,,96.0,2.823529411764706,0.0,133.9,3.9382352941176473,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-8),L (-8)
47.0,23.0,2023-01-23,24-161,HOU,MIN,0,11.116666666666667,2.0,4.0,.500,0.0,0.0,,0,0.0,,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.7,+3,4.0,2.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,,6,7,8,6,8,12,6,7,10,2,8,7,1,1,3,10,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,80.0,77.0,73.0,23.0,16.0,29.0,0.0833333333333333,0.1296296296296296,0.123076923076923,0.0895522388059701,0.1081081081081081,0.0857142857142857,0.0,0.0985915492957746,0.1,0.0958904109589041,0.0434782608695652,0.0625,0.1034482758620689,0.0634920634920634,,0.0,0.1038961038961039,34,5.0,84.0,2.4705882352941178,3.6999999999999984,103.1,3.0323529411764705,16.6,0.9,-2.0,-2.8,0.7,0.0138751238850346,0.571,0.036,0.446,0.0,0.5,L (-5),L (-5)
