Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,26,2022-12-10,21-127,MIN,@,POR,L (-6),1,40:30,10.0,20.0,.500,4.0,8.0,.500,2,4.0,.500,1.0,5.0,6.0,7.0,2.0,0.0,3.0,3.0,26.0,20.1,0,12.0,6.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,14.0,43.0,2.263157894736842,19.3,52.7,2.7736842105263158
27,27,27,2022-12-12,21-129,MIN,@,POR,L (-21),1,33:23,6.0,16.0,.375,3.0,3.0,1.000,2,6.0,.333,1.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,17.0,8.1,-25,13.0,3.0,0.2307692307692307,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,0.0,69.0,3.631578947368421,7.300000000000001,69.9,3.6789473684210527
28,28,28,2022-12-14,21-131,MIN,@,LAC,L (-11),1,36:54,6.0,14.0,.429,2.0,7.0,.286,5,7.0,.714,0.0,7.0,7.0,3.0,2.0,1.0,5.0,5.0,19.0,10.7,-11,7.0,4.0,0.5714285714285714,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,6.0,53.0,2.789473684210526,8.7,62.5,3.289473684210526
29,29,29,2022-12-16,21-133,MIN,@,OKC,W (+2),1,35:17,8.0,16.0,.500,2.0,3.0,.667,1,5.0,.200,2.0,9.0,11.0,7.0,1.0,1.0,2.0,0.0,19.0,18.1,+12,13.0,6.0,0.4615384615384615,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,16.0,64.0,3.3684210526315788,17.7,85.60000000000001,4.5052631578947375
30,30,30,2022-12-18,21-135,MIN,,CHI,W (+24),1,37:52,13.0,24.0,.542,4.0,10.0,.400,7,7.0,1.000,1.0,6.0,7.0,11.0,2.0,0.0,4.0,2.0,37.0,32.8,+15,14.0,9.0,0.6428571428571429,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,22.0,100.0,5.2631578947368425,30.00000000000001,103.5,5.447368421052632
31,31,31,2022-12-19,21-136,MIN,,DAL,W (+10),1,37:44,7.0,21.0,.333,3.0,6.0,.500,10,11.0,.909,2.0,11.0,13.0,9.0,1.0,2.0,1.0,3.0,27.0,25.9,+20,15.0,4.0,0.2666666666666666,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,19.0,48.0,2.526315789473684,21.899999999999995,60.4,3.1789473684210527
32,32,32,2022-12-21,21-138,MIN,,DAL,L (-5),1,37:49,11.0,21.0,.524,0.0,4.0,.000,1,2.0,.500,0.0,4.0,4.0,5.0,1.0,1.0,4.0,1.0,23.0,14.3,-3,17.0,11.0,0.6470588235294118,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,7.0,61.0,3.210526315789474,13.9,69.30000000000001,3.647368421052632
33,33,33,2022-12-23,21-140,MIN,@,BOS,L (-12),1,39:37,13.0,25.0,.520,3.0,10.0,.300,1,1.0,1.000,0.0,6.0,6.0,4.0,0.0,2.0,3.0,3.0,30.0,19.5,-22,15.0,10.0,0.6666666666666666,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,13.0,47.0,2.473684210526316,19.1,47.59999999999999,2.505263157894736
34,34,34,2022-12-26,21-143,MIN,@,MIA,L (-3),1,39:55,11.0,16.0,.688,5.0,8.0,.625,2,3.0,.667,1.0,5.0,6.0,7.0,2.0,1.0,8.0,3.0,29.0,22.4,0,8.0,6.0,0.75,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,18.0,58.0,3.0526315789473686,21.6,60.59999999999997,3.1894736842105247
35,35,35,2022-12-28,21-145,MIN,@,NOP,L (-1),1,38:46,10.0,23.0,.435,2.0,6.0,.333,5,9.0,.556,1.0,5.0,6.0,2.0,2.0,1.0,4.0,4.0,27.0,14.0,-5,17.0,8.0,0.4705882352941176,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,2.0,61.0,3.210526315789474,12.000000000000004,62.8,3.305263157894737
36,36,36,2022-12-30,21-147,MIN,@,MIL,L (-9),1,40:22,10.0,20.0,.500,2.0,6.0,.333,8,14.0,.571,0.0,10.0,10.0,1.0,4.0,2.0,1.0,1.0,30.0,25.3,-4,14.0,8.0,0.5714285714285714,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,12.0,51.0,2.6842105263157894,22.1,62.7,3.3000000000000003
37,37,37,2022-12-31,21-148,MIN,,DET,L (-12),1,38:56,10.0,21.0,.476,4.0,10.0,.400,6,7.0,.857,0.0,7.0,7.0,5.0,1.0,0.0,3.0,3.0,30.0,21.3,-5,11.0,6.0,0.5454545454545454,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,12.0,39.0,2.0526315789473686,18.9,34.7,1.8263157894736843
38,38,38,2023-01-02,21-150,MIN,,DEN,W (+13),1,36:17,10.0,24.0,.417,3.0,11.0,.273,6,6.0,1.000,1.0,9.0,10.0,5.0,1.0,0.0,3.0,5.0,29.0,19.1,+13,13.0,7.0,0.5384615384615384,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,12.0,80.0,4.2105263157894735,16.70000000000001,95.5,5.026315789473684
39,39,39,2023-01-04,21-152,MIN,,POR,W (+7),1,35:43,11.0,26.0,.423,3.0,9.0,.333,7,9.0,.778,0.0,7.0,7.0,3.0,0.0,0.0,3.0,4.0,32.0,17.0,+8,17.0,8.0,0.4705882352941176,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,4.0,56.0,2.9473684210526314,14.2,60.3,3.1736842105263157
40,40,40,2023-01-06,21-154,MIN,,LAC,W (+13),1,22:39,2.0,7.0,.286,0.0,3.0,.000,1,2.0,.500,0.0,3.0,3.0,5.0,0.0,1.0,2.0,1.0,5.0,3.2,+18,4.0,2.0,0.5,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,3.0,75.0,3.947368421052632,2.799999999999999,89.49999999999997,4.710526315789473
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,21-156,MIN,@,HOU,W (+8),1,37:05,6.0,19.0,.316,3.0,7.0,.429,6,6.0,1.000,0.0,4.0,4.0,3.0,1.0,2.0,3.0,0.0,21.0,12.8,+2,12.0,3.0,0.25,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,3.0,65.0,3.421052631578948,10.399999999999997,61.60000000000001,3.242105263157895
43,42,42,2023-01-11,21-159,MIN,@,DET,L (-17),1,24:01,8.0,18.0,.444,2.0,7.0,.286,2,2.0,1.000,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,20.0,12.3,-1,11.0,6.0,0.5454545454545454,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,47.0,2.473684210526316,11.499999999999998,56.50000000000001,2.9736842105263164
44,43,43,2023-01-13,21-161,MIN,,PHO,W (+5),1,36:46,12.0,24.0,.500,2.0,8.0,.250,5,5.0,1.000,0.0,6.0,6.0,3.0,2.0,0.0,3.0,4.0,31.0,20.3,+2,16.0,10.0,0.625,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,10.0,77.0,4.052631578947368,18.3,80.49999999999999,4.2368421052631575
45,44,44,2023-01-14,21-162,MIN,,CLE,W (+8),1,35:22,10.0,18.0,.556,3.0,6.0,.500,3,3.0,1.000,0.0,6.0,6.0,7.0,1.0,0.0,4.0,1.0,26.0,20.7,+7,12.0,7.0,0.5833333333333334,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,15.0,61.0,3.210526315789474,19.5,75.29999999999998,3.9631578947368413
46,45,45,2023-01-16,21-164,MIN,,UTA,L (-1),1,36:19,10.0,25.0,.400,4.0,10.0,.400,5,5.0,1.000,0.0,4.0,4.0,5.0,3.0,0.0,2.0,1.0,29.0,20.8,-2,15.0,6.0,0.4,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,9.0,65.0,3.421052631578948,18.800000000000004,66.80000000000001,3.5157894736842112
47,46,46,2023-01-18,21-166,MIN,@,DEN,L (-4),1,37:11,7.0,17.0,.412,0.0,4.0,.000,2,3.0,.667,4.0,5.0,9.0,3.0,1.0,1.0,3.0,0.0,16.0,11.6,-12,13.0,7.0,0.5384615384615384,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,7.0,78.0,4.105263157894737,10.800000000000004,88.59999999999998,4.663157894736841
48,47,47,2023-01-19,21-167,MIN,,TOR,W (+2),1,39:39,5.0,16.0,.313,2.0,8.0,.250,11,12.0,.917,0.0,5.0,5.0,7.0,3.0,0.0,5.0,3.0,23.0,16.6,+12,8.0,3.0,0.375,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,5.0,86.0,4.526315789473684,12.2,87.6,4.610526315789474
49,48,48,2023-01-21,21-169,MIN,,HOU,W (+9),1,40:32,17.0,29.0,.586,8.0,16.0,.500,2,2.0,1.000,0.0,6.0,6.0,4.0,3.0,3.0,5.0,1.0,44.0,34.8,+14,13.0,9.0,0.6923076923076923,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,24.0,56.0,2.9473684210526314,34.0,54.4,2.863157894736842
50,49,49,2023-01-23,21-171,MIN,@,HOU,L (-5),1,37:13,9.0,20.0,.450,6.0,10.0,.600,7,9.0,.778,1.0,2.0,3.0,5.0,4.0,1.0,6.0,3.0,31.0,22.1,-15,10.0,3.0,0.3,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,9.0,45.0,2.3684210526315788,19.300000000000008,40.8,2.1473684210526316
51,50,50,2023-01-25,21-173,MIN,@,NOP,W (+9),1,37:18,12.0,25.0,.480,4.0,10.0,.400,9,10.0,.900,0.0,6.0,6.0,5.0,0.0,0.0,4.0,1.0,37.0,24.8,+13,15.0,8.0,0.5333333333333333,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,9.0,56.0,2.9473684210526314,21.2,59.69999999999999,3.142105263157894
52,51,51,2023-01-27,21-175,MIN,,MEM,W (+11),1,36:28,9.0,18.0,.500,3.0,5.0,.600,4,6.0,.667,0.0,7.0,7.0,7.0,0.0,1.0,2.0,2.0,25.0,20.1,+10,13.0,6.0,0.4615384615384615,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,14.0,80.0,4.2105263157894735,18.500000000000004,77.2,4.063157894736842
53,52,52,2023-01-28,21-176,MIN,,SAC,W (+7),1,37:36,14.0,21.0,.667,5.0,7.0,.714,1,2.0,.500,2.0,8.0,10.0,6.0,2.0,1.0,6.0,2.0,34.0,28.4,+16,14.0,9.0,0.6428571428571429,1,51,25,54,76,63,41,14,28,66,27,37,65,67,51,28,15.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.9807692307692308,1.0,0.7605633802816901,0.9620253164556962,0.9692307692307692,0.9534883720930232,0.9333333333333332,0.9655172413793104,0.9565217391304348,0.9642857142857144,0.9736842105263158,0.9558823529411764,0.9571428571428572,0.9444444444444444,0.9655172413793104,22,21,20,34.0,67.0,59.0,29.0,0.6470588235294118,0.3134328358208955,0.3389830508474576,0.0,19,24.0,51.0,2.6842105263157894,28.0,47.8,2.5157894736842104
