Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
72.0,60.0,2023-03-22,31-337,UTA,POR,1.0,30.55,2.0,8.0,0.25,0.0,4.0,0.0,8.0,8.0,1.0,2.0,8.0,10.0,2.0,2.0,0.0,5.0,3.0,12.0,8.2,-8.0,4.0,2.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,5.0,63.0,3.15,5.0,70.30000000000001,3.515000000000001,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-4),L (-4)
73.0,61.0,2023-03-24,31-339,UTA,MIL,1.0,21.78333333333333,5.0,10.0,0.5,2.0,4.0,0.5,4.0,4.0,1.0,1.0,6.0,7.0,3.0,2.0,0.0,2.0,1.0,16.0,15.2,-20.0,6.0,3.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,12.0,40.0,2.0,13.6,54.99999999999999,2.75,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+1),W (+1)
74.0,62.0,2023-03-25,31-340,UTA,SAC,1.0,32.3,7.0,12.0,0.583,0.0,2.0,0.0,3.0,3.0,1.0,0.0,8.0,8.0,10.0,1.0,0.0,4.0,3.0,17.0,16.6,-11.0,10.0,7.0,0.7,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,17.0,45.0,2.25,15.400000000000002,54.3,2.715,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+8),W (+8)
75.0,63.0,2023-03-27,31-342,UTA,PHO,1.0,29.116666666666667,3.0,6.0,0.5,0.0,3.0,0.0,4.0,4.0,1.0,0.0,7.0,7.0,7.0,0.0,0.0,3.0,2.0,10.0,10.2,-3.0,3.0,3.0,1.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,11.0,61.0,3.05,8.6,57.2,2.8600000000000003,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-12),L (-12)
76.0,,2023-03-29,31-344,UTA,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,70.0,3.5,0.0,75.1,3.755,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-28),L (-28)
77.0,64.0,2023-03-31,31-346,UTA,BOS,1.0,30.666666666666668,3.0,9.0,0.333,1.0,3.0,0.333,1.0,1.0,1.0,1.0,7.0,8.0,3.0,0.0,1.0,3.0,3.0,8.0,4.3,-3.0,6.0,2.0,0.3333333333333333,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,57.0,2.85,3.899999999999996,57.50000000000001,2.8750000000000004,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-8),L (-8)
78.0,65.0,2023-04-02,31-348,UTA,BRK,1.0,32.9,2.0,7.0,0.286,0.0,2.0,0.0,3.0,4.0,0.75,1.0,14.0,15.0,5.0,1.0,0.0,3.0,5.0,7.0,6.9,10.0,5.0,2.0,0.4,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,14.0,62.0,3.1,5.700000000000001,65.69999999999999,3.285,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-14),L (-14)
79.0,66.0,2023-04-04,31-350,UTA,LAL,1.0,35.05,7.0,10.0,0.7,4.0,4.0,1.0,5.0,6.0,0.833,2.0,5.0,7.0,7.0,0.0,0.0,3.0,5.0,23.0,21.2,-1.0,6.0,3.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,18.0,25.0,1.25,19.200000000000003,41.8,2.09,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,W (+11),W (+11)
80.0,67.0,2023-04-06,31-352,UTA,OKC,1.0,32.4,6.0,10.0,0.6,0.0,2.0,0.0,4.0,6.0,0.667,2.0,12.0,14.0,8.0,1.0,0.0,7.0,2.0,16.0,14.4,-9.0,8.0,6.0,0.75,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,16.0,34.0,1.7,12.8,34.4,1.72,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-8),L (-8)
81.0,,2023-04-08,31-354,UTA,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,47.0,2.35,0.0,48.8,2.44,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-1),L (-1)
82.0,68.0,2023-04-09,31-355,UTA,LAL,1.0,29.266666666666666,9.0,13.0,0.692,3.0,4.0,0.75,2.0,2.0,1.0,0.0,5.0,5.0,4.0,0.0,2.0,4.0,1.0,23.0,18.8,-11.0,9.0,6.0,0.6666666666666666,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,15.0,32.0,1.6,18.000000000000004,37.6,1.88,14.4,4.3,0.4,-0.4,0.9,0.0882291666666666,0.643,0.424,0.417,1.2,2.4,L (-2),L (-2)
