Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-20,36-006,MIL,PHI,0,20.383333333333333,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,3.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,8.0,9.4,+2,2.0,1.0,0.5,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,10.0,59.0,3.1052631578947367,9.4,63.399999999999984,3.336842105263157,0.0186672228595265,W (+2),W (+2)
2.0,2.0,2022-10-22,36-008,MIL,HOU,0,12.066666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,+10,0.0,0.0,,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,0.0,81.0,4.2631578947368425,-0.8,90.0,4.7368421052631575,0.0186672228595265,W (+20),W (+20)
3.0,3.0,2022-10-26,36-012,MIL,BRK,0,21.9,2.0,7.0,.286,2.0,7.0,.286,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,0.2,-3,0.0,0.0,,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,-2.0,63.0,3.3157894736842106,-0.1999999999999993,70.99999999999999,3.736842105263157,0.0186672228595265,W (+11),W (+11)
4.0,4.0,2022-10-28,36-014,MIL,NYK,0,4.233333333333333,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.6,-1,1.0,0.0,0.0,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,2.0,72.0,3.789473684210526,2.8,86.19999999999999,4.536842105263157,0.0186672228595265,W (+11),W (+11)
5.0,5.0,2022-10-29,36-015,MIL,ATL,0,17.55,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,4.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,+14,2.0,1.0,0.5,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,8.0,73.0,3.842105263157895,5.999999999999998,91.6,4.821052631578947,0.0186672228595265,W (+8),W (+8)
6.0,6.0,2022-10-31,36-017,MIL,DET,0,20.95,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4,-3,0.0,0.0,,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,3.0,63.0,3.3157894736842106,1.3999999999999997,79.19999999999997,4.168421052631578,0.0186672228595265,W (+2),W (+2)
7.0,7.0,2022-11-02,36-019,MIL,DET,0,14.8,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.2,+6,0.0,0.0,,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,-1.0,71.0,3.736842105263158,0.2000000000000006,79.69999999999999,4.194736842105263,0.0186672228595265,W (+25),W (+25)
8.0,8.0,2022-11-04,36-021,MIL,MIN,0,10.15,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.5,-7,0.0,0.0,,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,5.0,79.0,4.157894736842105,3.499999999999999,93.5,4.921052631578948,0.0186672228595265,W (+13),W (+13)
9.0,9.0,2022-11-05,36-022,MIL,OKC,0,13.25,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,+2,1.0,0.0,0.0,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,3.0,69.0,3.631578947368421,1.7000000000000002,78.0,4.105263157894737,0.0186672228595265,W (+14),W (+14)
10.0,10.0,2022-11-07,36-024,MIL,ATL,0,13.433333333333334,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,3.5,-11,1.0,0.0,0.0,17,40,49,25,43,45,51,27,26,43,20,37,6,34,14,12,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,0.4857142857142857,0.5714285714285714,0.6282051282051282,0.5434782608695652,0.6825396825396826,0.625,0.6296296296296297,0.5869565217391305,0.4193548387096774,0.6417910447761194,0.6060606060606061,0.0,0.7115384615384616,0.6666666666666666,0.5573770491803278,0.3255813953488372,0.75,0.7297297297297297,7,7,58.0,18.0,16.0,0.1206896551724138,0.3888888888888889,0.0,19,3.0,43.0,2.263157894736842,3.5,52.00000000000001,2.7368421052631584,0.0186672228595265,L (-19),L (-19)
