Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-09,30-229,IND,DEN,0.0,16.733333333333334,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,4.0,1.0,0.0,1.0,4.0,2.0,2.5,3.0,4.0,1.0,0.25,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,96.0,5.333333333333333,2.5,97.1,5.394444444444444,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-3),L (-3)
12.0,11.0,2022-11-12,30-232,IND,TOR,0.0,17.883333333333333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,6.0,1.0,0.0,3.0,2.0,2.0,2.3,2.0,3.0,1.0,0.3333333333333333,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,91.0,5.055555555555555,2.3,93.8,5.211111111111111,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+14),W (+14)
13.0,12.0,2022-11-16,30-236,IND,CHO,0.0,21.183333333333334,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,5.0,0.0,1.0,4.0,1.0,6.0,4.8,4.0,5.0,3.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,97.0,5.388888888888889,4.799999999999999,107.0,5.944444444444445,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+12),W (+12)
14.0,13.0,2022-11-18,30-238,IND,HOU,0.0,16.016666666666666,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,2.0,89.0,4.944444444444445,2.0,86.2,4.788888888888889,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+8),W (+8)
15.0,14.0,2022-11-19,30-239,IND,ORL,0.0,14.033333333333331,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,2.0,4.1,-3.0,1.0,1.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,75.0,4.166666666666667,4.1,89.49999999999999,4.972222222222221,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+1),W (+1)
16.0,15.0,2022-11-21,30-241,IND,ORL,0.0,31.616666666666667,7.0,8.0,0.875,3.0,4.0,0.75,2.0,2.0,1.0,1.0,4.0,5.0,10.0,3.0,0.0,3.0,2.0,19.0,24.3,22.0,4.0,4.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,24.0,81.0,4.5,23.5,79.70000000000002,4.427777777777779,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+21),W (+21)
17.0,16.0,2022-11-23,30-243,IND,MIN,0.0,18.9,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,10.0,8.1,-3.0,7.0,4.0,0.5714285714285714,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,47.0,2.611111111111111,7.299999999999997,63.4,3.522222222222222,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-14),L (-14)
18.0,17.0,2022-11-25,30-245,IND,BRK,0.0,21.3,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,0.0,2.0,0.0,8.0,9.5,11.0,6.0,3.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,8.0,74.0,4.111111111111111,8.7,101.2,5.622222222222223,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+11),W (+11)
19.0,18.0,2022-11-27,30-247,IND,LAC,0.0,21.6,6.0,10.0,0.6,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,0.0,1.0,3.0,14.0,14.4,-4.0,10.0,6.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,11.0,55.0,3.055555555555556,13.599999999999998,56.49999999999999,3.1388888888888884,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-14),L (-14)
20.0,19.0,2022-11-28,30-248,IND,LAL,0.0,13.066666666666666,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,3.2,-2.0,4.0,1.0,0.25,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,101.0,5.611111111111111,3.2000000000000006,89.59999999999998,4.977777777777777,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,W (+1),W (+1)
21.0,20.0,2022-11-30,30-250,IND,SAC,0.0,23.133333333333333,2.0,6.0,0.333,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,10.0,3.0,0.0,2.0,0.0,5.0,10.8,-7.0,5.0,1.0,0.2,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,14.0,57.0,3.1666666666666665,10.8,61.0,3.388888888888889,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,,
22.0,21.0,2022-12-02,30-252,IND,UTA,0.0,21.35,5.0,7.0,0.714,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,11.0,7.9,-15.0,7.0,5.0,0.7142857142857143,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,67.0,3.7222222222222223,7.4999999999999964,84.09999999999997,4.672222222222221,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-23),L (-23)
23.0,,2022-12-04,30-254,IND,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,70.0,3.888888888888889,0.0,78.00000000000001,4.333333333333334,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-20),L (-20)
24.0,,2022-12-05,30-255,IND,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,81.0,4.5,0.0,87.79999999999998,4.877777777777776,16.8,3.1,0.5,0.4,0.1,0.0681699003670687,0.59,0.113,0.131,1.0,1.9,L (-16),L (-16)
