Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,22-144,NOP,CHI,0.0,20.316666666666663,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,2.2,-5.0,0.0,0.0,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,75.0,4.6875,1.4000000000000004,86.69999999999999,5.418749999999999,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+4),W (+4)
12.0,12.0,2022-11-10,22-145,NOP,POR,0.0,30.933333333333334,5.0,11.0,0.455,3.0,8.0,0.375,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,16.0,14.4,-7.0,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,55.0,3.4375,13.200000000000005,46.70000000000001,2.9187500000000006,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,L (-11),L (-11)
13.0,13.0,2022-11-12,22-147,NOP,HOU,0.0,17.666666666666668,2.0,7.0,0.286,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.8,-14.0,2.0,2.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-3.0,64.0,4.0,0.0,85.10000000000002,5.318750000000001,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+13),W (+13)
14.0,14.0,2022-11-15,22-150,NOP,MEM,1.0,25.133333333333333,5.0,11.0,0.455,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,13.0,9.9,-5.0,5.0,2.0,0.4,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,93.0,5.8125,9.9,82.0,5.125,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+11),W (+11)
15.0,15.0,2022-11-16,22-151,NOP,CHI,1.0,24.666666666666668,7.0,9.0,0.778,5.0,6.0,0.833,0.0,0.0,,1.0,9.0,10.0,1.0,3.0,1.0,1.0,0.0,19.0,22.3,17.0,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,24.0,78.0,4.875,22.3,75.2,4.7,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+14),W (+14)
16.0,16.0,2022-11-18,22-153,NOP,BOS,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,-10.0,0.0,0.0,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,95.0,5.9375,0.3,91.89999999999998,5.743749999999999,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,L (-8),L (-8)
17.0,,2022-11-21,22-156,NOP,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,92.0,5.75,0.0,101.80000000000004,6.3625000000000025,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+45),W (+45)
18.0,,2022-11-23,22-158,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,95.0,5.9375,0.0,91.3,5.70625,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+19),W (+19)
19.0,17.0,2022-11-25,22-160,NOP,MEM,0.0,26.1,7.0,14.0,0.5,1.0,6.0,0.167,6.0,7.0,0.857,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,21.0,15.4,-17.0,8.0,6.0,0.75,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,67.0,4.1875,12.999999999999998,59.60000000000001,3.725000000000001,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,L (-21),L (-21)
20.0,18.0,2022-11-28,22-163,NOP,OKC,1.0,36.91666666666666,7.0,13.0,0.538,2.0,7.0,0.286,4.0,4.0,1.0,3.0,3.0,6.0,0.0,2.0,1.0,2.0,1.0,20.0,17.0,9.0,6.0,5.0,0.8333333333333334,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,70.0,4.375,15.4,56.50000000000001,3.5312500000000004,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+4),W (+4)
21.0,19.0,2022-11-30,22-165,NOP,TOR,1.0,37.18333333333333,8.0,17.0,0.471,6.0,12.0,0.5,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,26.0,18.4,21.0,5.0,2.0,0.4,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,81.0,5.0625,16.8,85.69999999999999,5.356249999999999,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,,
22.0,20.0,2022-12-02,22-167,NOP,SAS,1.0,33.0,6.0,15.0,0.4,5.0,12.0,0.417,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,17.0,11.1,8.0,3.0,1.0,0.3333333333333333,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,88.0,5.5,11.099999999999994,81.1,5.06875,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+18),W (+18)
23.0,21.0,2022-12-04,22-169,NOP,DEN,1.0,29.33333333333333,4.0,8.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,4.0,12.0,11.7,-4.0,5.0,3.0,0.6,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,66.0,4.125,10.499999999999998,78.4,4.9,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+18),W (+18)
24.0,22.0,2022-12-07,22-172,NOP,DET,1.0,35.1,6.0,13.0,0.462,4.0,9.0,0.444,4.0,4.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,3.0,20.0,18.6,-7.0,4.0,2.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,61.0,3.8125,16.999999999999996,54.1,3.38125,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+15),W (+15)
25.0,23.0,2022-12-09,22-174,NOP,PHO,1.0,27.3,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,-1.3,-3.0,0.0,0.0,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,0.0,70.0,4.375,-1.3,101.2,6.325,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+6),W (+6)
26.0,24.0,2022-12-11,22-176,NOP,PHO,1.0,33.88333333333333,3.0,8.0,0.375,1.0,4.0,0.25,2.0,3.0,0.667,0.0,7.0,7.0,2.0,2.0,1.0,1.0,3.0,9.0,8.2,-2.0,4.0,2.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,86.0,5.375,7.399999999999999,96.90000000000002,6.056250000000001,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+11),W (+11)
27.0,25.0,2022-12-13,22-178,NOP,UTA,1.0,24.85,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,-3.6,-14.0,3.0,0.0,0.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-5.0,54.0,3.375,-3.6,80.7,5.04375,15.2,7.6,1.8,1.4,0.4,0.1224141608018767,0.65,0.621,0.238,2.3,4.8,W (+5),W (+5)
