Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
47,46,31,2023-01-20,23-087,SAS,,LAC,L (-5),1,26:30,6.0,10.0,.600,1.0,3.0,.333,0,0.0,,2.0,4.0,6.0,5.0,0.0,1.0,1.0,2.0,13.0,13.4,+3,7.0,5.0,0.7142857142857143,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,14.0,46.0,2.421052631578948,13.4,62.5,3.289473684210526
48,47,32,2023-01-23,23-090,SAS,@,POR,L (-20),1,24:42,5.0,6.0,.833,1.0,1.0,1.000,1,1.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,1.0,4.0,12.0,10.2,-6,5.0,4.0,0.8,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,10.0,52.0,2.736842105263158,9.8,75.0,3.9473684210526314
49,48,,2023-01-25,23-092,SAS,@,LAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,33.0,1.736842105263158,0.0,57.3,3.0157894736842104
50,49,,2023-01-26,23-093,SAS,@,LAC,L (-38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,53.0,2.789473684210526,0.0,59.79999999999999,3.147368421052631
51,50,,2023-01-28,23-095,SAS,,PHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,53.0,2.789473684210526,0.0,79.30000000000001,4.173684210526316
52,51,,2023-01-30,23-097,SAS,,WAS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,54.0,2.8421052631578947,0.0,71.8,3.7789473684210524
53,52,,2023-02-01,23-099,SAS,,SAC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,44.0,2.3157894736842106,0.0,50.3,2.6473684210526316
54,53,,2023-02-03,23-101,SAS,,PHI,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,38.0,2.0,0.0,51.6,2.7157894736842105
55,54,,2023-02-06,23-104,SAS,@,CHI,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,27.0,1.4210526315789471,0.0,35.7,1.8789473684210527
56,55,,2023-02-08,23-106,SAS,@,TOR,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,46.0,2.421052631578948,0.0,58.0,3.0526315789473686
57,56,,2023-02-10,23-108,SAS,@,DET,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,49.0,2.5789473684210527,0.0,59.1,3.110526315789474
58,57,,2023-02-11,23-109,SAS,@,ATL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,66.0,3.473684210526316,0.0,91.5,4.815789473684211
59,58,,2023-02-13,23-111,SAS,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,67.0,3.526315789473684,0.0,80.69999999999999,4.247368421052631
60,59,,2023-02-15,23-113,SAS,@,CHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,73.0,3.842105263157895,0.0,80.89999999999999,4.257894736842105
61,60,,2023-02-23,23-121,SAS,@,DAL,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,57.0,3.0,0.0,67.3,3.5421052631578944
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,23-123,SAS,@,UTA,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,57.0,3.0,0.0,75.8,3.9894736842105263
64,62,,2023-02-28,23-126,SAS,@,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,79.0,4.157894736842105,0.0,87.8,4.621052631578947
65,63,,2023-03-02,23-128,SAS,,IND,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,63.0,3.3157894736842106,0.0,74.3,3.9105263157894736
66,64,33,2023-03-04,23-130,SAS,,HOU,L (-12),0,13:07,1.0,5.0,.200,0.0,2.0,.000,1,2.0,.500,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.5,-4,3.0,1.0,0.3333333333333333,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-2.0,69.0,3.631578947368421,0.0999999999999996,74.1,3.9
67,65,,2023-03-05,23-131,SAS,@,HOU,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,41.0,2.1578947368421053,0.0,62.79999999999999,3.3052631578947365
68,66,,2023-03-10,23-136,SAS,,DEN,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,97.0,5.105263157894737,0.0,108.2,5.6947368421052635
69,67,34,2023-03-12,23-138,SAS,,OKC,L (-12),0,25:55,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.2,-3,1.0,1.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,4.0,36.0,1.894736842105263,2.2,36.79999999999999,1.9368421052631575
70,68,,2023-03-14,23-140,SAS,,ORL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,109.0,5.7368421052631575,0.0,118.6,6.242105263157894
71,69,35,2023-03-15,23-141,SAS,,DAL,L (-9),1,20:46,5.0,10.0,.500,1.0,1.0,1.000,6,6.0,1.000,4.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,17.0,14.3,-11,9.0,4.0,0.4444444444444444,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,6.0,69.0,3.631578947368421,11.9,83.3,4.38421052631579
72,70,,2023-03-17,23-143,SAS,,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,104.0,5.473684210526316,0.0,122.4,6.442105263157895
73,71,36,2023-03-19,23-145,SAS,,ATL,W (+8),0,21:29,3.0,3.0,1.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,-4,3.0,3.0,1.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,4.0,83.0,4.368421052631579,6.6000000000000005,97.9,5.152631578947369
