,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1999-00,22.0,HOU,NBA,PG,77.0,2776.0,18.4,0.543,0.278,0.327,6.3,10.2,8.3,31.6,2.2,0.7,19.3,25.0,,4.4,2.0,6.4,0.111,,2.7,-0.6,2.0,2.8
1,2000-01,23.0,HOU,NBA,PG,80.0,3194.0,21.6,0.563,0.276,0.359,7.1,12.8,10.0,28.4,2.3,0.7,15.8,24.2,,9.2,3.0,12.2,0.184,,4.5,0.5,5.0,5.7
2,2001-02,24.0,HOU,NBA,PG,57.0,2343.0,19.1,0.517,0.209,0.419,4.9,14.8,9.8,29.1,1.6,0.7,15.6,28.0,,3.2,1.2,4.4,0.091,,2.5,-0.8,1.7,2.1
3,2002-03,25.0,HOU,NBA,PG,81.0,3318.0,20.6,0.541,0.183,0.454,5.7,11.5,8.7,28.0,2.3,0.9,16.0,26.1,,7.4,3.7,11.1,0.16,,3.4,0.3,3.8,4.8
4,2003-04,26.0,HOU,NBA,PG,79.0,3194.0,15.8,0.501,0.224,0.389,4.5,11.1,8.0,28.3,2.4,0.8,18.3,24.0,,2.4,4.7,7.1,0.107,,0.5,0.9,1.4,2.7
5,2004-05,27.0,ORL,NBA,PG,78.0,2978.0,18.9,0.521,0.095,0.456,4.8,12.0,8.5,31.6,1.9,0.7,16.6,28.0,,3.9,2.3,6.2,0.1,,2.1,-0.9,1.2,2.4
6,2005-06,28.0,TOT,NBA,"PG,SG",70.0,2393.0,15.2,0.534,0.108,0.522,3.9,10.9,7.5,24.6,1.7,0.6,18.5,22.6,,2.2,1.4,3.6,0.073,,0.7,-0.7,0.0,1.2
7,2005-06,28.0,ORL,NBA,PG,46.0,1734.0,15.9,0.532,0.122,0.504,4.4,11.0,7.8,25.7,1.6,0.5,18.2,23.4,,1.7,1.2,2.9,0.081,,1.1,-0.5,0.6,1.1
8,2005-06,28.0,NYK,NBA,SG,24.0,659.0,13.4,0.542,0.068,0.574,2.6,10.6,6.5,21.7,1.8,0.7,19.6,20.4,,0.4,0.2,0.7,0.05,,-0.5,-1.1,-1.6,0.1
9,2006-07,29.0,NYK,NBA,SG,44.0,1237.0,15.1,0.57,0.324,0.615,3.2,11.8,7.5,22.4,1.8,0.8,18.7,19.7,,2.0,0.9,2.9,0.113,,0.6,0.2,0.7,0.9
10,2007-08,30.0,HOU,NBA,PG,10.0,199.0,9.1,0.41,0.298,0.404,4.6,8.4,6.5,22.7,2.4,1.8,17.3,18.6,,-0.2,0.3,0.2,0.039,,-4.0,2.0,-2.0,0.0
11,Career,,,NBA,,576.0,21632.0,18.3,0.533,0.204,0.423,5.2,11.8,8.6,28.4,2.1,0.7,17.2,25.0,,34.5,19.6,54.1,0.12,,2.2,-0.1,2.2,22.7
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6 seasons,,HOU,NBA,,384.0,15024.0,19.0,0.533,0.234,0.391,5.7,11.9,8.9,28.9,2.2,0.8,17.0,25.2,,26.4,15.0,41.4,0.132,,2.6,0.2,2.8,18.2
14,2 seasons,,ORL,NBA,,124.0,4712.0,17.8,0.524,0.103,0.47,4.7,11.6,8.2,29.4,1.8,0.6,17.1,26.4,,5.6,3.5,9.1,0.093,,1.7,-0.7,1.0,3.5
15,2 seasons,,NYK,NBA,,68.0,1896.0,14.5,0.56,0.233,0.6,3.0,11.4,7.2,22.2,1.8,0.8,19.0,19.9,,2.5,1.1,3.6,0.091,,0.2,-0.3,-0.1,0.9
