,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1993-94,25.0,CHI,NBA,SF,75.0,1808.0,15.4,0.497,0.163,0.289,6.3,12.9,9.6,21.5,2.3,1.3,16.9,24.1,,0.5,2.7,3.2,0.086,,0.5,0.5,1.0,1.4
1,1994-95,26.0,CHI,NBA,SF,81.0,2584.0,19.8,0.575,0.205,0.325,7.1,13.0,10.0,23.4,2.1,0.5,13.0,21.9,,6.3,3.6,10.0,0.185,,3.8,0.5,4.3,4.1
2,1995-96,27.0,CHI,NBA,SF,81.0,2103.0,20.4,0.589,0.274,0.339,6.4,11.5,8.9,21.0,1.6,1.0,11.2,21.4,,6.9,3.2,10.1,0.231,,4.6,0.9,5.4,4.0
3,1996-97,28.0,CHI,NBA,SF,57.0,1610.0,20.2,0.553,0.25,0.288,6.7,11.5,9.2,24.3,2.0,1.4,11.8,21.4,,4.5,2.3,6.9,0.204,,3.9,1.1,5.0,2.9
4,1997-98,29.0,CHI,NBA,SF,74.0,2235.0,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,,3.7,3.3,7.0,0.15,,2.4,0.9,3.3,3.0
5,1998-99,30.0,CHI,NBA,SF,44.0,1654.0,18.6,0.49,0.183,0.287,4.4,18.4,11.1,31.8,1.6,0.5,12.5,27.5,,1.3,1.5,2.8,0.082,,3.3,-0.3,3.0,2.1
6,1999-00,31.0,TOT,NBA,SF,56.0,1784.0,16.9,0.491,0.231,0.364,4.7,12.8,8.7,27.9,2.3,1.2,14.7,24.9,,1.1,2.2,3.4,0.091,,1.9,0.5,2.4,2.0
7,1999-00,31.0,CHI,NBA,SF,24.0,868.0,17.5,0.473,0.201,0.399,4.9,12.8,8.8,29.9,2.7,1.6,14.1,28.0,,0.2,1.0,1.2,0.067,,1.8,0.2,2.0,0.9
8,1999-00,31.0,PHI,NBA,SF,32.0,916.0,16.4,0.512,0.265,0.324,4.5,12.9,8.6,26.0,1.9,0.7,15.5,22.0,,0.9,1.2,2.2,0.113,,2.0,0.8,2.8,1.1
9,2000-01,32.0,TOT,NBA,SF,65.0,1597.0,17.8,0.553,0.27,0.275,4.7,13.5,9.1,22.7,1.6,0.5,14.5,21.5,,2.9,1.7,4.7,0.14,,3.0,0.2,3.2,2.1
10,2000-01,32.0,PHI,NBA,SF,48.0,979.0,15.3,0.523,0.236,0.267,5.5,13.0,9.4,16.5,1.9,0.4,14.0,19.8,,1.1,1.3,2.5,0.121,,1.4,0.7,2.1,1.0
11,2000-01,32.0,ATL,NBA,SF,17.0,618.0,21.8,0.59,0.313,0.286,3.4,14.2,8.7,32.5,1.1,0.6,15.2,24.2,,1.8,0.4,2.2,0.17,,5.5,-0.7,4.8,1.1
12,2001-02,33.0,ATL,NBA,SF,59.0,1494.0,14.4,0.511,0.339,0.304,3.3,13.4,8.3,23.7,1.7,0.8,16.5,20.7,,0.9,1.0,2.0,0.063,,0.5,-0.5,0.0,0.8
13,2002-03,34.0,MIL,NBA,PF,63.0,1704.0,18.0,0.551,0.456,0.336,4.6,13.7,9.1,21.8,2.5,1.3,15.6,21.4,,2.9,1.1,4.0,0.112,,2.9,0.0,2.8,2.1
14,2003-04,35.0,MIL,NBA,PF,73.0,1522.0,16.1,0.519,0.332,0.393,4.5,15.7,10.1,21.5,2.0,1.0,15.6,21.0,,1.7,1.3,3.1,0.096,,1.5,0.5,2.0,1.6
15,2004-05,36.0,MIL,NBA,SF,53.0,1099.0,12.8,0.523,0.453,0.238,3.3,13.9,8.5,22.3,1.9,0.9,18.5,14.4,,0.8,0.7,1.5,0.066,,0.2,0.4,0.6,0.7
16,2005-06,37.0,MIL,NBA,PF,65.0,1018.0,11.9,0.491,0.493,0.188,3.0,14.7,8.8,21.5,1.7,1.3,17.0,17.4,,0.2,0.9,1.1,0.053,,-0.3,0.5,0.3,0.6
17,Career,,,NBA,,846.0,22212.0,17.3,0.532,0.269,0.306,5.3,13.3,9.3,23.6,1.9,1.0,14.3,21.9,,33.9,25.7,59.6,0.129,,2.4,0.4,2.8,27.2
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7 seasons,,CHI,NBA,,436.0,12862.0,18.6,0.535,0.212,0.307,6.2,12.8,9.5,24.4,2.0,1.0,13.4,23.2,,23.5,17.7,41.2,0.154,,3.0,0.6,3.6,18.3
20,4 seasons,,MIL,NBA,,254.0,5343.0,15.2,0.526,0.424,0.312,4.0,14.5,9.2,21.7,2.1,1.1,16.3,19.1,,5.6,4.0,9.7,0.087,,1.3,0.3,1.7,4.9
21,2 seasons,,PHI,NBA,,80.0,1895.0,15.8,0.518,0.251,0.296,5.0,12.9,9.0,21.1,1.9,0.6,14.8,20.9,,2.0,2.6,4.6,0.117,,1.7,0.7,2.5,2.1
22,2 seasons,,ATL,NBA,,76.0,2112.0,16.6,0.537,0.331,0.298,3.3,13.6,8.5,26.3,1.5,0.8,16.1,21.7,,2.7,1.4,4.1,0.094,,2.0,-0.5,1.4,1.8
