,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2014-15,22.0,LAL,NBA,PG,59.0,1476.0,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,,2.0,0.4,2.4,0.078,,1.2,-0.9,0.2,0.8
1,2015-16,23.0,LAL,NBA,SG,79.0,2552.0,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,,1.7,0.4,2.1,0.039,,-0.1,-1.5,-1.6,0.2
2,2016-17,24.0,LAL,NBA,SG,82.0,2397.0,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,,0.5,0.7,1.2,0.024,,-0.9,-1.6,-2.5,-0.3
3,2017-18,25.0,TOT,NBA,SG,81.0,1888.0,16.4,0.542,0.333,0.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,,1.9,1.2,3.0,0.077,,1.5,-1.4,0.1,1.0
4,2017-18,25.0,LAL,NBA,SG,53.0,1256.0,16.9,0.532,0.315,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,,1.1,1.0,2.1,0.08,,1.9,-1.1,0.8,0.9
5,2017-18,25.0,CLE,NBA,SG,28.0,632.0,15.4,0.565,0.376,0.202,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,,0.8,0.2,1.0,0.073,,0.5,-1.8,-1.3,0.1
6,2018-19,26.0,CLE,NBA,SG,81.0,2214.0,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,,1.9,-0.1,1.8,0.039,,2.1,-2.6,-0.5,0.8
7,2019-20,27.0,TOT,NBA,SG,71.0,1705.0,17.3,0.574,0.476,0.19,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,,2.4,1.0,3.4,0.096,,2.4,-1.3,1.1,1.3
8,2019-20,27.0,CLE,NBA,SG,29.0,666.0,18.6,0.581,0.488,0.264,3.5,8.1,5.8,17.0,1.2,1.0,9.7,25.9,,1.4,0.1,1.5,0.107,,4.1,-1.4,2.7,0.8
9,2019-20,27.0,UTA,NBA,SG,42.0,1039.0,16.5,0.569,0.47,0.146,3.2,9.1,6.3,10.8,1.4,0.6,9.2,26.7,,1.0,0.9,1.9,0.089,,1.3,-1.2,0.0,0.5
10,2020-21,28.0,UTA,NBA,SG,68.0,1818.0,17.1,0.549,0.557,0.134,2.9,12.7,8.0,15.3,1.6,0.4,9.2,29.7,,1.7,2.5,4.2,0.111,,1.8,-0.4,1.4,1.6
11,2021-22,29.0,UTA,NBA,SG,79.0,2141.0,14.9,0.532,0.536,0.156,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,,1.5,2.0,3.5,0.079,,0.5,-1.2,-0.6,0.7
12,2022-23,30.0,UTA,NBA,SG,61.0,1988.0,14.7,0.558,0.445,0.238,4.0,9.3,6.7,20.9,0.8,0.6,14.0,27.8,,0.9,0.8,1.7,0.042,,1.0,-2.4,-1.4,0.3
13,Career,,,NBA,,661.0,18179.0,15.6,0.54,0.404,0.183,3.4,9.9,6.6,16.4,1.5,0.5,10.9,25.9,,14.5,8.9,23.4,0.062,,0.9,-1.5,-0.6,6.5
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4 seasons,,LAL,NBA,,273.0,7681.0,14.9,0.524,0.293,0.193,3.3,9.7,6.4,17.4,1.7,0.3,11.6,23.8,,5.3,2.5,7.8,0.048,,0.2,-1.4,-1.1,1.6
16,4 seasons,,UTA,NBA,,250.0,6986.0,15.7,0.55,0.508,0.171,3.4,10.4,7.1,16.0,1.3,0.6,10.8,27.8,,5.2,6.2,11.4,0.078,,1.1,-1.3,-0.2,3.1
17,3 seasons,,CLE,NBA,,138.0,3512.0,16.9,0.551,0.397,0.187,3.6,9.2,6.3,15.2,1.3,0.6,9.6,26.7,,4.0,0.3,4.3,0.058,,2.2,-2.2,0.0,1.7
