,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2017-18,21.0,DET,NBA,SG,73.0,1463.0,12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,,1.1,1.4,2.6,0.085,,-0.9,0.1,-0.8,0.5
1,2018-19,22.0,DET,NBA,SG,63.0,1437.0,11.9,0.56,0.517,0.117,0.9,13.5,7.0,12.3,0.9,0.6,9.4,18.1,,1.3,1.3,2.5,0.085,,-0.4,-0.6,-1.1,0.3
2,2019-20,23.0,DET,NBA,SG,28.0,922.0,14.4,0.589,0.535,0.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,0.1,,1.1,-1.4,-0.3,0.4
3,2020-21,24.0,LAC,NBA,SG,63.0,1232.0,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,,1.6,1.1,2.7,0.105,,0.3,-0.5,-0.2,0.6
4,2021-22,25.0,LAC,NBA,SG,70.0,1919.0,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,,2.8,1.7,4.5,0.113,,0.8,-0.3,0.5,1.2
5,2022-23,26.0,TOT,NBA,SG,59.0,1315.0,13.0,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,,2.2,1.2,3.4,0.124,,0.6,-0.1,0.5,0.8
6,2022-23,26.0,LAC,NBA,SG,35.0,725.0,10.5,0.623,0.626,0.095,0.9,11.8,6.4,7.1,1.3,0.5,12.0,15.0,,0.5,0.6,1.1,0.07,,-1.4,0.0,-1.4,0.1
7,2022-23,26.0,MEM,NBA,SG,24.0,590.0,16.0,0.758,0.801,0.111,1.6,11.8,6.7,12.1,1.0,0.2,8.2,13.7,,1.7,0.6,2.3,0.189,,3.0,-0.2,2.9,0.7
8,Career,,,NBA,,356.0,8288.0,12.8,0.601,0.566,0.13,1.2,12.1,6.6,12.4,1.1,0.5,10.0,17.1,,10.7,6.9,17.6,0.102,,0.2,-0.4,-0.2,3.8
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,LAC,NBA,,168.0,3876.0,12.5,0.616,0.616,0.101,1.2,11.9,6.7,10.6,1.1,0.4,9.5,16.6,,5.0,3.3,8.3,0.102,,0.2,-0.3,-0.1,1.9
11,3 seasons,,DET,NBA,,164.0,3822.0,12.6,0.568,0.488,0.16,1.2,12.3,6.6,14.1,1.1,0.7,10.6,18.2,,4.0,3.0,7.0,0.088,,-0.2,-0.5,-0.8,1.2
12,1 season,,MEM,NBA,,24.0,590.0,16.0,0.758,0.801,0.111,1.6,11.8,6.7,12.1,1.0,0.2,8.2,13.7,,1.7,0.6,2.3,0.189,,3.0,-0.2,2.9,0.7
