,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1993-94,23.0,BOS,NBA,C,74.0,1149.0,9.2,0.463,0.003,0.43,8.3,16.0,12.1,1.5,1.0,2.9,14.0,19.4,,-0.7,0.9,0.2,0.008,,-5.2,-1.4,-6.5,-1.3
1,1994-95,24.0,BOS,NBA,C,30.0,208.0,6.6,0.409,0.0,0.426,10.4,14.6,12.5,1.4,1.5,2.6,14.8,19.7,,-0.4,0.2,-0.2,-0.038,,-6.9,-2.0,-8.9,-0.4
2,1995-96,25.0,TOR,NBA,C,42.0,655.0,14.1,0.484,0.011,0.413,9.2,14.3,11.7,6.9,1.4,4.3,13.1,25.2,,-0.1,0.4,0.3,0.02,,-3.1,-2.0,-5.1,-0.5
3,1996-97,26.0,TOT,NBA,C,47.0,500.0,10.7,0.433,0.028,0.467,8.0,14.7,11.3,6.7,1.6,4.5,13.9,22.7,,-0.5,0.5,0.0,-0.004,,-4.3,-0.2,-4.5,-0.3
4,1996-97,26.0,TOR,NBA,C,38.0,457.0,10.0,0.431,0.032,0.446,8.2,13.7,10.9,6.5,1.4,4.7,14.9,21.6,,-0.5,0.4,-0.1,-0.012,,-4.4,-0.2,-4.5,-0.3
5,1996-97,26.0,MIL,NBA,C,9.0,43.0,18.6,0.446,0.0,0.609,5.7,25.5,15.7,8.2,3.7,1.7,6.4,33.6,,0.0,0.1,0.1,0.088,,-3.4,-0.6,-3.9,0.0
6,Career,,,NBA,,193.0,2512.0,10.6,0.46,0.01,0.432,8.7,15.2,11.9,3.9,1.3,3.5,13.8,21.6,,-1.8,2.0,0.3,0.005,,-4.6,-1.3,-5.9,-2.5
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,BOS,NBA,,104.0,1357.0,8.8,0.455,0.002,0.43,8.6,15.8,12.2,1.5,1.1,2.8,14.1,19.5,,-1.1,1.1,0.0,0.001,,-5.4,-1.5,-6.9,-1.7
9,2 seasons,,TOR,NBA,,80.0,1112.0,12.4,0.465,0.018,0.425,8.8,14.0,11.4,6.7,1.4,4.5,13.8,23.8,,-0.7,0.8,0.2,0.007,,-3.6,-1.2,-4.9,-0.8
10,1 season,,MIL,NBA,,9.0,43.0,18.6,0.446,0.0,0.609,5.7,25.5,15.7,8.2,3.7,1.7,6.4,33.6,,0.0,0.1,0.1,0.088,,-3.4,-0.6,-3.9,0.0
