,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1997-98,20.0,PHI,NBA,SF,77.0,1779.0,14.9,0.538,0.25,0.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,,2.1,1.3,3.4,0.091,,0.7,-1.2,-0.5,0.7
1,1998-99,21.0,TOT,NBA,SF,50.0,812.0,16.0,0.545,0.244,0.401,7.3,11.3,9.3,10.3,1.8,1.2,12.3,21.7,,1.5,0.7,2.2,0.13,,1.0,-0.5,0.5,0.5
2,1998-99,21.0,PHI,NBA,SF,17.0,188.0,12.8,0.503,0.284,0.358,4.2,16.4,10.2,14.8,0.9,1.3,16.2,22.3,,0.1,0.2,0.4,0.091,,-0.6,-0.4,-1.0,0.1
3,1998-99,21.0,MIL,NBA,SF,33.0,624.0,16.9,0.558,0.231,0.415,8.2,9.7,9.0,8.9,2.0,1.2,11.0,21.6,,1.4,0.5,1.8,0.141,,1.5,-0.6,0.9,0.5
4,1999-00,22.0,MIL,NBA,SF,80.0,2093.0,14.7,0.549,0.242,0.323,5.6,12.9,9.3,8.5,1.5,1.1,13.0,21.0,,3.0,0.8,3.8,0.088,,0.5,-1.3,-0.8,0.6
5,2000-01,23.0,MIL,NBA,PF,76.0,2086.0,16.4,0.549,0.343,0.334,4.3,12.6,8.5,10.5,1.9,1.6,11.6,21.3,,3.7,1.7,5.5,0.126,,1.8,-0.3,1.5,1.8
6,2001-02,24.0,MIL,NBA,SF,74.0,1987.0,13.1,0.522,0.386,0.238,3.9,13.1,8.7,8.7,1.7,1.2,13.2,22.6,,0.8,1.3,2.2,0.052,,-1.0,-1.2,-2.3,-0.1
7,2002-03,25.0,MIL,NBA,SF,80.0,2358.0,14.3,0.527,0.285,0.2,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,,1.9,1.0,2.9,0.06,,-0.5,-1.7,-2.2,-0.1
8,2003-04,26.0,TOT,NBA,SF,66.0,2089.0,15.1,0.534,0.239,0.268,3.5,13.9,8.8,10.4,1.6,0.7,11.3,22.4,,2.5,1.6,4.1,0.093,,0.6,-0.5,0.2,1.1
9,2003-04,26.0,MIL,NBA,SF,42.0,1343.0,14.2,0.525,0.255,0.239,3.2,14.1,8.7,11.5,1.6,0.8,11.5,21.5,,1.3,0.9,2.2,0.079,,0.2,-0.2,0.0,0.7
10,2003-04,26.0,NYK,NBA,SF,24.0,746.0,16.7,0.547,0.211,0.317,4.1,13.6,8.9,8.4,1.7,0.5,11.1,24.2,,1.2,0.6,1.8,0.118,,1.4,-0.9,0.5,0.4
11,2004-05,27.0,NYK,NBA,SF,71.0,1940.0,12.3,0.536,0.29,0.241,2.7,11.7,7.2,9.7,1.1,0.7,12.5,21.3,,1.4,0.8,2.2,0.054,,-0.7,-1.3,-2.0,0.0
12,2005-06,28.0,TOT,NBA,"PF,SF",29.0,666.0,12.2,0.535,0.424,0.16,3.8,17.8,10.9,4.4,1.2,0.7,10.5,21.1,,0.2,0.7,0.9,0.065,,-1.7,-1.4,-3.1,-0.2
13,2005-06,28.0,CHI,NBA,SF,3.0,32.0,8.5,0.406,0.375,0.0,0.0,14.3,7.2,11.0,0.0,2.4,5.9,24.0,,-0.1,0.0,0.0,-0.031,,-1.5,-0.6,-2.1,0.0
14,2005-06,28.0,PHO,NBA,PF,26.0,634.0,12.4,0.543,0.427,0.171,3.9,18.0,11.1,4.1,1.3,0.7,10.8,21.0,,0.2,0.7,0.9,0.069,,-1.7,-1.5,-3.2,-0.2
15,2006-07,29.0,LAC,NBA,PF,76.0,2054.0,13.6,0.532,0.492,0.199,3.7,18.2,11.0,14.2,1.4,1.1,11.9,20.1,,1.6,2.3,3.9,0.092,,0.7,0.0,0.7,1.4
16,2007-08,30.0,LAC,NBA,PF,63.0,1940.0,12.2,0.505,0.384,0.217,3.7,15.6,9.6,15.7,1.1,1.1,11.3,20.7,,0.3,1.4,1.7,0.042,,-0.9,-0.5,-1.4,0.3
17,2008-09,31.0,TOT,NBA,PF,64.0,1247.0,12.2,0.555,0.432,0.276,3.7,14.6,9.0,8.6,1.2,0.6,12.5,19.9,,0.9,0.8,1.7,0.065,,-0.7,-0.7,-1.3,0.2
