,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1985-86,22.0,DAL,NBA,C,56.0,562.0,11.4,0.524,0.026,0.405,6.4,19.2,12.9,4.7,0.9,2.1,10.4,14.6,,0.5,0.4,0.9,0.08,,-2.4,-0.4,-2.8,-0.1
1,1986-87,23.0,DAL,NBA,C,58.0,560.0,7.9,0.496,0.015,0.455,10.4,14.4,12.5,5.3,1.1,1.0,19.8,14.3,,0.0,0.5,0.5,0.045,,-4.1,-0.6,-4.7,-0.4
2,1987-88,24.0,DAL,NBA,C,30.0,125.0,16.6,0.549,0.041,0.388,12.4,21.4,17.0,4.8,2.0,4.1,13.6,22.0,,0.2,0.2,0.4,0.146,,-3.3,1.2,-2.1,0.0
3,1988-89,25.0,DAL,NBA,C,65.0,1074.0,8.8,0.482,0.033,0.298,8.5,20.7,14.7,6.0,0.7,1.9,14.8,14.7,,0.0,1.2,1.3,0.056,,-4.9,0.1,-4.9,-0.8
4,1989-90,26.0,DAL,NBA,C,60.0,814.0,10.6,0.506,0.017,0.321,9.1,18.4,13.8,7.3,1.2,1.6,15.8,17.1,,0.2,1.1,1.2,0.073,,-4.0,0.2,-3.8,-0.4
5,1990-91,27.0,SAC,NBA,C,77.0,1455.0,11.0,0.479,0.012,0.227,7.7,19.1,13.2,7.2,1.6,2.6,10.1,15.2,,0.4,1.8,2.1,0.07,,-3.4,0.7,-2.8,-0.3
6,1993-94,30.0,CHI,NBA,C,76.0,1371.0,14.0,0.52,0.004,0.183,10.0,20.2,15.1,7.9,1.6,1.5,12.6,19.2,,1.3,2.3,3.5,0.124,,-2.4,0.2,-2.3,-0.1
7,1994-95,31.0,CHI,NBA,C,73.0,956.0,11.6,0.527,0.013,0.199,7.9,15.5,11.7,6.5,1.2,1.3,10.2,17.9,,1.0,1.3,2.3,0.116,,-3.9,-0.1,-4.1,-0.5
8,1995-96,32.0,CHI,NBA,C,71.0,1065.0,11.0,0.519,0.003,0.125,6.4,12.7,9.5,6.4,1.0,1.1,9.3,16.5,,1.2,1.6,2.8,0.125,,-3.3,0.1,-3.2,-0.3
9,1996-97,33.0,CHI,NBA,C,61.0,783.0,11.2,0.538,0.008,0.224,6.7,11.8,9.3,7.7,0.7,1.1,10.6,16.6,,1.1,0.9,2.0,0.124,,-3.2,-0.1,-3.3,-0.3
10,1997-98,34.0,CHI,NBA,C,48.0,467.0,9.4,0.461,0.0,0.122,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,,0.3,0.6,0.8,0.085,,-4.9,-1.4,-6.2,-0.5
11,1998-99,35.0,CHI,NBA,C,38.0,451.0,7.0,0.381,0.006,0.124,5.0,16.2,10.4,8.0,1.6,2.0,8.3,21.4,,-0.7,0.5,-0.3,-0.03,,-6.3,-0.6,-6.9,-0.6
12,1999-00,36.0,SAC,NBA,C,7.0,57.0,7.6,0.352,0.0,0.105,9.1,25.8,17.4,2.4,1.7,2.3,4.8,15.3,,0.0,0.1,0.1,0.05,,-6.0,0.2,-5.8,-0.1
13,Career,,,NBA,,720.0,9740.0,10.9,0.499,0.012,0.228,8.0,17.1,12.5,6.8,1.2,1.7,11.7,16.9,,5.4,12.4,17.7,0.087,,-3.7,0.0,-3.7,-4.2
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6 seasons,,CHI,NBA,,367.0,5093.0,11.5,0.504,0.006,0.168,7.7,15.3,11.5,7.2,1.2,1.3,10.4,18.2,,4.1,7.1,11.2,0.106,,-3.6,-0.2,-3.7,-2.2
16,5 seasons,,DAL,NBA,,269.0,3135.0,9.9,0.503,0.025,0.353,8.8,18.7,13.8,6.0,1.0,1.8,15.1,15.5,,0.9,3.4,4.3,0.066,,-4.0,-0.1,-4.1,-1.6
17,2 seasons,,SAC,NBA,,84.0,1512.0,10.9,0.474,0.012,0.221,7.7,19.4,13.4,7.0,1.6,2.6,9.8,15.2,,0.3,1.9,2.2,0.069,,-3.5,0.6,-2.9,-0.3
