,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2016-17,22.0,MIN,NBA,PG,78.0,1333.0,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,,-1.2,1.3,0.1,0.004,,-4.5,1.8,-2.8,-0.3
1,2017-18,23.0,CHI,NBA,PG,52.0,1525.0,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,,-1.0,1.9,0.9,0.027,,-2.4,1.1,-1.3,0.3
2,2018-19,24.0,CHI,NBA,PG,46.0,1389.0,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30.0,2.4,1.3,16.2,20.1,,-0.5,1.2,0.6,0.022,,-2.8,0.2,-2.7,-0.2
3,2019-20,25.0,CHI,NBA,PG,51.0,1269.0,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,,0.3,2.0,2.3,0.085,,-3.8,3.1,-0.6,0.4
4,2020-21,26.0,ATL,NBA,PG,4.0,45.0,-5.7,0.182,0.167,0.333,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,,-0.2,0.1,-0.2,-0.202,,-13.7,-0.1,-13.7,-0.1
5,2021-22,27.0,POR,NBA,PG,14.0,336.0,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.6,-0.8,-5.4,-0.3
6,2022-23,28.0,UTA,NBA,PG,22.0,568.0,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,,1.3,0.6,1.9,0.162,,0.7,1.7,2.4,0.6
7,Career,,,NBA,,267.0,6465.0,12.4,0.492,0.215,0.172,1.8,14.1,7.8,26.8,3.0,1.6,17.2,18.8,,-1.5,7.3,5.8,0.043,,-3.1,1.4,-1.7,0.4
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,CHI,NBA,,149.0,4183.0,13.1,0.492,0.226,0.157,1.7,14.2,7.7,28.0,3.2,1.4,16.6,20.1,,-1.3,5.0,3.8,0.043,,-2.9,1.4,-1.5,0.5
10,1 season,,MIN,NBA,,78.0,1333.0,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3.0,2.3,20.8,14.2,,-1.2,1.3,0.1,0.004,,-4.5,1.8,-2.8,-0.3
11,1 season,,UTA,NBA,,22.0,568.0,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,,1.3,0.6,1.9,0.162,,0.7,1.7,2.4,0.6
12,1 season,,POR,NBA,,14.0,336.0,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.6,-0.8,-5.4,-0.3
13,1 season,,ATL,NBA,,4.0,45.0,-5.7,0.182,0.167,0.333,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,,-0.2,0.1,-0.2,-0.202,,-13.7,-0.1,-13.7,-0.1
