,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1993-94,22.0,DEN,NBA,SF,79.0,1406.0,12.9,0.509,0.169,0.347,7.4,10.4,8.9,11.4,2.2,2.1,17.3,23.0,,-0.1,2.1,2.0,0.067,,-1.3,0.7,-0.6,0.5
1,1994-95,23.0,DEN,NBA,PF,80.0,2142.0,15.2,0.55,0.192,0.358,7.6,13.8,10.8,12.5,2.3,1.6,16.3,22.4,,1.5,2.4,3.9,0.088,,-0.3,0.3,-0.1,1.1
2,1995-96,24.0,LAC,NBA,SF,67.0,1950.0,13.5,0.537,0.239,0.281,6.8,10.9,8.8,13.5,2.0,1.3,16.7,19.8,,1.1,1.2,2.3,0.058,,-0.6,-0.5,-1.1,0.5
3,1996-97,25.0,LAC,NBA,SF,81.0,2480.0,14.2,0.53,0.204,0.326,6.2,13.4,9.7,15.3,1.9,1.9,17.9,22.2,,0.7,2.2,2.9,0.056,,-0.5,-0.2,-0.7,0.8
4,1997-98,26.0,LAC,NBA,SF,76.0,2499.0,15.8,0.532,0.227,0.351,7.0,12.4,9.7,14.2,1.9,1.0,15.2,22.6,,2.6,0.7,3.3,0.063,,0.6,-1.5,-0.9,0.7
5,1998-99,27.0,LAC,NBA,SF,47.0,968.0,14.7,0.51,0.212,0.34,7.5,14.8,10.9,13.9,2.6,1.7,16.2,19.1,,0.9,0.3,1.2,0.062,,-0.5,-0.1,-0.6,0.3
6,1999-00,28.0,PHO,NBA,PF,82.0,2286.0,17.1,0.57,0.297,0.283,6.9,14.8,10.9,12.5,2.1,1.5,14.1,22.2,,3.4,3.9,7.4,0.154,,1.5,1.1,2.6,2.7
7,2000-01,29.0,PHO,NBA,SF,82.0,2183.0,14.6,0.507,0.216,0.282,4.8,14.0,9.3,14.5,2.3,1.6,13.8,23.3,,1.0,3.7,4.7,0.104,,-0.7,1.3,0.6,1.4
8,2001-02,30.0,TOT,NBA,SF,77.0,1880.0,17.0,0.558,0.311,0.197,7.6,13.3,10.4,10.5,1.8,1.2,11.6,22.3,,3.2,2.2,5.4,0.138,,1.3,-0.1,1.3,1.6
9,2001-02,30.0,PHO,NBA,SF,50.0,1254.0,17.8,0.545,0.262,0.185,8.4,13.3,10.8,9.9,2.1,1.0,10.3,23.0,,2.3,1.4,3.7,0.142,,1.6,0.1,1.7,1.2
10,2001-02,30.0,BOS,NBA,SF,27.0,626.0,15.4,0.59,0.428,0.225,5.8,13.1,9.4,11.7,1.3,1.5,14.7,20.8,,0.9,0.8,1.7,0.128,,0.8,-0.4,0.4,0.4
11,2002-03,31.0,NJN,NBA,PF,68.0,1303.0,11.7,0.483,0.29,0.198,5.4,17.7,11.5,13.8,2.0,1.8,15.5,20.3,,-0.1,2.5,2.3,0.086,,-2.4,1.3,-1.1,0.3
12,2003-04,32.0,NJN,NBA,PF,69.0,1409.0,14.2,0.492,0.301,0.194,8.4,17.3,12.9,17.2,2.2,1.5,15.2,21.5,,0.5,2.6,3.1,0.104,,-1.0,0.7,-0.3,0.6
13,2004-05,33.0,TOT,NBA,"PF,SF",58.0,1367.0,8.9,0.462,0.373,0.156,5.0,16.2,10.4,11.0,1.6,1.2,15.2,19.0,,-1.1,1.4,0.3,0.01,,-3.7,-0.5,-4.2,-0.7
14,2004-05,33.0,NOH,NBA,SF,30.0,882.0,7.1,0.447,0.318,0.145,3.6,16.0,9.5,12.2,1.2,1.1,17.7,19.7,,-1.3,0.7,-0.6,-0.035,,-4.6,-1.0,-5.7,-0.8
15,2004-05,33.0,PHI,NBA,PF,28.0,485.0,12.2,0.488,0.472,0.174,7.6,16.7,12.1,8.8,2.3,1.3,10.3,17.6,,0.2,0.7,0.9,0.09,,-1.9,0.5,-1.5,0.1
16,Career,,,NBA,,866.0,21873.0,14.4,0.527,0.248,0.283,6.7,13.8,10.2,13.4,2.1,1.5,15.4,21.7,,13.6,25.2,38.8,0.085,,-0.4,0.2,-0.3,9.7
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4 seasons,,LAC,NBA,,271.0,7897.0,14.6,0.53,0.221,0.325,6.8,12.6,9.6,14.3,2.0,1.5,16.5,21.3,,5.4,4.4,9.8,0.059,,-0.2,-0.7,-0.9,2.3
19,3 seasons,,PHO,NBA,,214.0,5723.0,16.3,0.54,0.258,0.26,6.4,14.2,10.3,12.7,2.2,1.4,13.1,22.8,,6.8,9.0,15.8,0.133,,0.7,0.9,1.6,5.3
