,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1986-87,23.0,PHI,NBA,SG,77.0,1612.0,11.9,0.492,0.086,0.334,5.1,6.0,5.6,14.2,2.8,0.7,15.6,21.3,,-0.1,1.5,1.4,0.041,,-2.2,0.2,-2.1,0.0
1,1987-88,24.0,PHI,NBA,SG,61.0,1419.0,8.5,0.452,0.073,0.242,3.6,4.7,4.1,12.8,1.7,0.9,14.7,21.1,,-1.1,0.6,-0.5,-0.018,,-3.5,-1.3,-4.8,-1.0
2,1988-89,25.0,PHI,NBA,SG,33.0,372.0,11.5,0.527,0.052,0.296,3.6,7.6,5.6,26.5,1.2,0.3,21.2,18.4,,0.2,0.1,0.2,0.032,,-1.6,-1.7,-3.3,-0.1
3,1989-90,26.0,SAS,NBA,SG,78.0,1856.0,9.4,0.488,0.026,0.228,3.9,7.9,5.9,15.1,2.3,0.6,19.0,14.9,,-0.4,2.3,1.9,0.05,,-2.8,1.0,-1.7,0.1
4,1990-91,27.0,SAS,NBA,SG,25.0,563.0,5.6,0.436,0.065,0.297,5.0,9.5,7.4,10.7,1.6,0.5,21.2,14.7,,-0.6,0.7,0.1,0.007,,-4.7,0.6,-4.1,-0.3
5,1991-92,28.0,WSB,NBA,SG,81.0,2127.0,11.5,0.501,0.031,0.255,4.0,10.0,6.9,16.1,2.8,0.6,16.3,15.1,,0.1,2.2,2.4,0.054,,-2.3,1.4,-0.9,0.6
6,1992-93,29.0,CHH,NBA,SF,72.0,1471.0,11.5,0.574,0.018,0.318,3.8,8.7,6.4,16.2,2.1,0.3,18.9,13.2,,1.3,1.0,2.3,0.075,,-1.4,0.6,-0.8,0.5
7,1993-94,30.0,CHH,NBA,SG,50.0,1005.0,10.8,0.507,0.042,0.18,3.4,11.1,7.4,14.4,2.1,0.4,14.8,15.2,,0.3,0.6,1.0,0.046,,-2.2,-0.3,-2.5,-0.1
8,1994-95,31.0,CHH,NBA,SG,52.0,515.0,8.1,0.46,0.18,0.197,2.6,10.8,6.9,16.2,1.9,0.8,16.9,14.3,,-0.2,0.6,0.4,0.037,,-4.3,1.3,-3.0,-0.1
9,1995-96,32.0,SEA,NBA,SG,60.0,695.0,8.1,0.485,0.16,0.193,3.0,6.3,4.8,12.9,1.5,0.5,15.4,17.5,,-0.2,0.8,0.6,0.041,,-3.3,-0.5,-3.8,-0.3
10,1996-97,33.0,SEA,NBA,SG,65.0,929.0,9.3,0.509,0.332,0.187,3.0,6.6,4.8,13.0,2.5,0.5,13.8,13.2,,0.6,1.1,1.7,0.087,,-2.8,0.9,-1.8,0.0
11,1997-98,34.0,SEA,NBA,SG,58.0,546.0,8.6,0.491,0.05,0.207,4.2,12.9,8.6,10.4,2.1,0.4,19.5,16.1,,-0.3,0.6,0.3,0.026,,-3.8,-0.2,-3.9,-0.3
12,1998-99,35.0,NYK,NBA,SG,20.0,92.0,4.2,0.438,0.0,0.0,4.0,6.2,5.1,9.2,2.4,0.0,27.3,11.5,,-0.1,0.1,0.0,-0.001,,-5.7,0.9,-4.9,-0.1
13,1999-00,36.0,NYK,NBA,SG,7.0,32.0,-5.0,0.111,0.0,0.0,3.8,3.6,3.7,13.4,1.7,4.8,18.2,16.3,,-0.2,0.0,-0.1,-0.209,,-12.3,0.7,-11.6,-0.1
14,2000-01,37.0,SEA,NBA,SG,1.0,9.0,35.8,1.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,15.0,,0.1,0.0,0.1,0.448,,10.7,4.6,15.3,0.0
15,Career,,,NBA,,740.0,13243.0,10.0,0.494,0.076,0.252,3.9,8.2,6.1,14.7,2.2,0.6,16.8,16.3,,-0.6,12.3,11.7,0.042,,-2.7,0.4,-2.4,-1.2
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4 seasons,,SEA,NBA,,184.0,2179.0,8.8,0.498,0.197,0.193,3.3,8.1,5.7,12.5,2.1,0.4,15.8,15.3,,0.2,2.4,2.6,0.058,,-3.1,0.2,-2.9,-0.5
18,3 seasons,,CHH,NBA,,174.0,2991.0,10.7,0.531,0.054,0.246,3.4,9.9,6.8,15.6,2.1,0.4,17.1,14.1,,1.4,2.3,3.7,0.059,,-2.2,0.4,-1.7,0.2
19,3 seasons,,PHI,NBA,,171.0,3403.0,10.4,0.478,0.078,0.291,4.3,5.6,5.0,15.0,2.2,0.7,15.8,20.9,,-1.0,2.1,1.1,0.015,,-2.7,-0.6,-3.3,-1.1
20,2 seasons,,SAS,NBA,,103.0,2419.0,8.5,0.476,0.035,0.243,4.1,8.2,6.3,14.1,2.2,0.6,19.5,14.9,,-1.1,3.1,2.0,0.04,,-3.2,0.9,-2.3,-0.2
21,1 season,,WSB,NBA,,81.0,2127.0,11.5,0.501,0.031,0.255,4.0,10.0,6.9,16.1,2.8,0.6,16.3,15.1,,0.1,2.2,2.4,0.054,,-2.3,1.4,-0.9,0.6
22,2 seasons,,NYK,NBA,,27.0,124.0,1.8,0.32,0.0,0.0,3.9,5.5,4.8,10.3,2.2,1.2,24.2,12.7,,-0.3,0.2,-0.1,-0.055,,-7.4,0.8,-6.6,-0.1
