,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2010-11,21.0,POR,NBA,SF,24.0,137.0,1.0,0.305,0.291,0.164,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,,-0.6,0.1,-0.4,-0.143,,-8.3,-2.5,-10.8,-0.3
1,2011-12,22.0,POR,NBA,SF,40.0,537.0,11.3,0.556,0.578,0.116,3.4,17.5,10.3,4.8,1.0,0.6,12.9,17.8,,0.4,0.3,0.7,0.064,,-0.6,-1.8,-2.3,0.0
2,2012-13,23.0,POR,NBA,PF,62.0,730.0,9.4,0.509,0.761,0.056,2.4,19.7,10.9,6.2,1.0,0.5,8.4,16.4,,0.3,0.4,0.7,0.047,,-1.7,-0.7,-2.4,-0.1
3,2013-14,24.0,NOP,NBA,PF,27.0,473.0,12.1,0.525,0.617,0.117,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,,0.5,0.2,0.7,0.074,,0.0,-1.1,-1.1,0.1
4,2014-15,25.0,NOP,NBA,SF,63.0,830.0,11.1,0.639,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,,1.1,0.5,1.6,0.092,,0.0,-0.3,-0.4,0.3
5,2015-16,26.0,NOP,NBA,SF,47.0,845.0,11.6,0.526,0.377,0.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,,0.8,0.3,1.1,0.064,,-1.0,-1.5,-2.5,-0.1
6,2016-17,27.0,MIA,NBA,SF,68.0,1065.0,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,,0.8,1.0,1.8,0.081,,-2.0,-0.1,-2.0,0.0
7,2017-18,28.0,TOT,NBA,SF,50.0,715.0,9.8,0.576,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,,0.5,0.4,0.9,0.06,,-0.9,-1.5,-2.4,-0.1
8,2017-18,28.0,ATL,NBA,SF,37.0,570.0,12.0,0.636,0.661,0.131,1.0,14.9,7.9,7.0,0.6,0.8,7.8,14.8,,0.9,0.3,1.1,0.094,,0.4,-1.1,-0.7,0.2
9,2017-18,28.0,MIA,NBA,SF,13.0,145.0,1.3,0.351,0.957,0.0,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,,-0.3,0.1,-0.2,-0.073,,-5.9,-3.3,-9.2,-0.3
10,Career,,,NBA,,381.0,5332.0,10.1,0.546,0.615,0.104,2.3,15.9,9.0,6.4,0.9,0.9,9.0,15.5,,3.9,3.3,7.2,0.065,,-1.2,-1.0,-2.1,-0.1
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3 seasons,,NOP,NBA,,137.0,2148.0,11.5,0.559,0.502,0.137,2.8,15.6,9.1,7.5,0.8,1.1,8.7,15.4,,2.5,1.0,3.4,0.077,,-0.4,-1.0,-1.4,0.3
13,3 seasons,,POR,NBA,,126.0,1404.0,9.3,0.502,0.636,0.091,3.0,19.1,10.9,5.7,1.0,0.6,10.6,17.6,,0.1,0.9,1.0,0.035,,-1.9,-1.3,-3.2,-0.4
14,2 seasons,,MIA,NBA,,81.0,1210.0,7.4,0.533,0.777,0.046,1.3,13.1,7.1,4.8,0.9,0.9,8.0,13.4,,0.4,1.1,1.6,0.063,,-2.4,-0.4,-2.9,-0.3
15,1 season,,ATL,NBA,,37.0,570.0,12.0,0.636,0.661,0.131,1.0,14.9,7.9,7.0,0.6,0.8,7.8,14.8,,0.9,0.3,1.1,0.094,,0.4,-1.1,-0.7,0.2
