,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2016-17,19.0,LAL,NBA,SF,79.0,2279.0,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,,-1.0,0.7,-0.3,-0.007,,-3.0,-1.4,-4.4,-1.4
1,2017-18,20.0,LAL,NBA,SF,59.0,1975.0,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,,1.0,1.8,2.8,0.068,,-0.9,-0.3,-1.2,0.4
2,2018-19,21.0,LAL,NBA,SF,52.0,1760.0,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,,0.6,1.4,2.0,0.055,,-1.3,-0.7,-2.0,0.0
3,2019-20,22.0,NOP,NBA,PF,62.0,2104.0,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,,3.3,1.8,5.1,0.115,,2.5,-0.4,2.1,2.2
4,2020-21,23.0,NOP,NBA,SF,61.0,2093.0,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,,3.9,1.3,5.3,0.12,,3.3,-1.1,2.2,2.2
5,2021-22,24.0,NOP,NBA,SF,55.0,1869.0,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,,2.5,1.3,3.9,0.099,,2.6,-0.6,2.0,1.9
6,2022-23,25.0,NOP,NBA,SF,45.0,1538.0,19.2,0.582,0.196,0.326,1.7,16.4,9.1,28.1,1.0,1.2,13.4,30.8,,1.8,1.7,3.5,0.108,,2.2,-0.4,1.7,1.4
7,Career,,,NBA,,413.0,13618.0,15.8,0.558,0.248,0.334,2.4,14.7,8.5,19.4,1.0,1.5,12.7,25.2,,12.1,10.0,22.1,0.078,,0.7,-0.7,-0.1,6.7
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,NOP,NBA,,223.0,7604.0,19.0,0.577,0.286,0.319,2.0,16.0,8.9,24.0,1.1,1.4,12.3,28.9,,11.5,6.1,17.6,0.111,,2.7,-0.7,2.0,7.7
10,3 seasons,,LAL,NBA,,190.0,6014.0,11.7,0.523,0.177,0.361,2.8,13.1,7.9,13.6,1.0,1.5,13.5,20.4,,0.6,3.9,4.5,0.036,,-1.8,-0.9,-2.7,-1.0
