Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
23.0,2.0,2022-12-07,22-333,SAC,MIL,0,1.3,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+2,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,61.0,3.388888888888889,0.3,76.89999999999996,4.27222222222222,0.0024247322691452,W (+9),W (+9)
24.0,,2022-12-09,22-335,SAC,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,66.0,3.6666666666666665,0.0,77.79999999999997,4.32222222222222,0.0024247322691452,L (-13),L (-13)
25.0,,2022-12-11,22-337,SAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,32.0,1.7777777777777777,0.0,52.69999999999999,2.927777777777777,0.0024247322691452,W (+11),W (+11)
26.0,3.0,2022-12-13,22-339,SAC,PHI,0,6.183333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,+6,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,51.0,2.833333333333333,-0.0999999999999999,62.19999999999999,3.455555555555555,0.0024247322691452,L (-13),L (-13)
27.0,,2022-12-14,22-340,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,81.0,4.5,0.0,93.7,5.205555555555556,0.0024247322691452,L (-20),L (-20)
28.0,,2022-12-16,22-342,SAC,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,74.0,4.111111111111111,0.0,90.8,5.044444444444444,0.0024247322691452,W (+1),W (+1)
29.0,,2022-12-19,22-345,SAC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,60.0,3.333333333333333,0.0,83.0,4.611111111111111,0.0024247322691452,W (+9),W (+9)
30.0,,2022-12-21,22-347,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,84.0,4.666666666666667,0.0,101.8,5.655555555555555,0.0024247322691452,L (-6),L (-6)
31.0,,2022-12-23,22-349,SAC,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,52.0,2.888888888888889,0.0,71.0,3.9444444444444446,0.0024247322691452,W (+14),W (+14)
32.0,,2022-12-27,22-353,SAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,59.0,3.2777777777777777,0.0,73.8,4.1,0.0024247322691452,L (-14),L (-14)
33.0,,2022-12-28,22-354,SAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,90.0,5.0,0.0,111.1,6.172222222222222,0.0024247322691452,L (-7),L (-7)
34.0,,2022-12-30,22-356,SAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,80.0,4.444444444444445,0.0,96.89999999999998,5.383333333333332,0.0024247322691452,W (+1),W (+1)
35.0,,2023-01-01,22-358,SAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,64.0,3.555555555555556,0.0,74.49999999999999,4.138888888888888,0.0024247322691452,W (+1),W (+1)
36.0,,2023-01-03,22-360,SAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,70.0,3.888888888888889,0.0,81.29999999999998,4.516666666666666,0.0024247322691452,L (-10),L (-10)
37.0,,2023-01-04,22-361,SAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,72.0,4.0,0.0,89.30000000000001,4.961111111111112,0.0024247322691452,W (+2),W (+2)
38.0,,2023-01-07,22-364,SAC,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,65.0,3.611111111111111,0.0,93.29999999999998,5.183333333333333,0.0024247322691452,L (-3),L (-3)
39.0,,2023-01-09,23-001,SAC,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,108.0,6.0,0.0,117.9,6.550000000000001,0.0024247322691452,L (-2),L (-2)
40.0,4.0,2023-01-11,23-003,SAC,HOU,0,1.7833333333333332,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+3,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,2.0,77.0,4.277777777777778,2.7,95.3,5.294444444444444,0.0024247322691452,W (+25),W (+25)
41.0,5.0,2023-01-13,23-005,SAC,HOU,0,0.3333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,108.0,6.0,0.0,123.20000000000002,6.844444444444445,0.0024247322691452,W (+20),W (+20)
42.0,,2023-01-15,23-007,SAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,104.09999999999998,5.783333333333332,0.0024247322691452,,
43.0,,2023-01-18,23-010,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,87.2,4.844444444444445,0.0024247322691452,W (+25),W (+25)
44.0,,2023-01-20,23-012,SAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,81.49999999999999,4.527777777777777,0.0024247322691452,W (+13),W (+13)
45.0,,2023-01-21,23-013,SAC,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,74.0,4.111111111111111,0.0,98.4,5.466666666666667,0.0024247322691452,W (+5),W (+5)
46.0,,2023-01-23,23-015,SAC,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,108.0,6.0,0.0,112.3,6.238888888888889,0.0024247322691452,W (+5),W (+5)
47.0,,2023-01-25,23-017,SAC,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,61.0,3.388888888888889,0.0,68.4,3.8,0.0024247322691452,L (-2),L (-2)
48.0,,2023-01-28,23-020,SAC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,47.0,2.611111111111111,0.0,71.5,3.9722222222222223,0.0024247322691452,W (+33),W (+33)
49.0,,2023-01-30,23-022,SAC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,88.40000000000002,4.911111111111112,0.0024247322691452,L (-18),L (-18)
50.0,,2023-02-01,23-024,SAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,95.6,5.311111111111111,0.0024247322691452,L (-7),L (-7)
51.0,,2023-02-03,23-026,SAC,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446,0.0024247322691452,W (+7),W (+7)
52.0,6.0,2023-02-05,23-028,SAC,NOP,0,16.466666666666665,3.0,5.0,.600,2.0,3.0,.667,2,3.0,.667,3.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,10.0,13.0,0,2.0,1.0,0.5,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,11.0,41.0,2.2777777777777777,12.2,54.9,3.05,0.0024247322691452,W (+10),W (+10)
53.0,7.0,2023-02-06,23-029,SAC,HOU,0,3.25,2.0,2.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.7,+2,0.0,0.0,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,5.0,104.0,5.777777777777778,5.699999999999999,118.5,6.583333333333333,0.0024247322691452,L (-3),L (-3)
54.0,,2023-02-08,23-031,SAC,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,1,16,15,13,15,16,15,10,5,14,11,2,2,9,15,15,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.3076923076923077,0.5,0.2424242424242424,0.1875,0.1780821917808219,0.0,0.189873417721519,0.1951219512195122,0.1875,0.1333333333333333,0.1428571428571428,0.1818181818181818,0.34375,0.4,0.125,0.2142857142857142,0.234375,0.2027027027027027,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,103.39999999999998,5.744444444444444,0.0024247322691452,L (-32),L (-32)
