Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Derrick White,Goga Bitadze,co_inf with Derrick White,co_inf with Goga Bitadze,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2023-03-19,31-160,ORL,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,59.0,4.538461538461538,0.0,53.7,4.130769230769231,0.0018607705779334,L (-6),L (-6)
12.0,,2023-03-21,31-162,ORL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,53.0,4.076923076923077,0.0,39.6,3.0461538461538464,0.0018607705779334,W (+10),W (+10)
13.0,,2023-03-23,31-164,ORL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,64.0,4.923076923076923,0.0,46.7,3.5923076923076924,0.0018607705779334,W (+5),W (+5)
14.0,,2023-03-26,31-167,ORL,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,54.0,4.153846153846154,0.0,32.599999999999994,2.507692307692307,0.0018607705779334,W (+13),W (+13)
15.0,,2023-03-28,31-169,ORL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,71.0,5.461538461538462,0.0,64.3,4.946153846153846,0.0018607705779334,L (-5),L (-5)
16.0,,2023-03-31,31-172,ORL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,77.0,5.923076923076923,0.0,50.89999999999999,3.915384615384615,0.0018607705779334,W (+7),W (+7)
17.0,1.0,2023-04-02,31-174,ORL,DET,0,1.7833333333333332,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0,0.0,0.0,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,-1.0,56.0,4.307692307692308,0.1999999999999999,53.20000000000001,4.092307692307693,0.0018607705779334,W (+26),W (+26)
18.0,,2023-04-04,31-176,ORL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,,30.0,2.3076923076923075,0.0,39.4,3.0307692307692307,0.0018607705779334,L (-4),L (-4)
19.0,2.0,2023-04-06,31-178,ORL,CLE,0,12.166666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.8,-12,2.0,1.0,0.5,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,4.0,47.0,3.615384615384616,3.8,53.7,4.130769230769231,0.0018607705779334,L (-24),L (-24)
20.0,3.0,2023-04-07,31-179,ORL,BRK,0,13.966666666666669,2.0,6.0,.333,0.0,1.0,.000,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,6.0,3.8,-4,5.0,2.0,0.4,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,3.0,49.0,3.769230769230769,3.0,54.8,4.215384615384616,0.0018607705779334,L (-17),L (-17)
21.0,4.0,2023-04-09,31-181,ORL,MIA,0,16.566666666666666,3.0,6.0,.500,1.0,2.0,.500,1,3.0,.333,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,8.0,2.7,-10,4.0,2.0,0.5,3,4,4,1,4,3,2,2,3,3,3,4,2,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,49.0,57.0,72.0,47.0,63.0,57.0,0.081081081081081,0.0571428571428571,0.0784313725490196,0.037037037037037,0.0,0.05,0.0625,0.0377358490566037,0.0,0.0,0.0588235294117647,0.0,0.0612244897959183,0.0526315789473684,0.0416666666666666,0.0851063829787234,0.0317460317460317,0.0,82.0,38.0,0.0,0.0,13,0.0,66.0,5.076923076923077,2.299999999999999,66.5,5.115384615384615,0.0018607705779334,,
