Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-07,24-111,ORL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,73.0,4.294117647058823,0.0,81.89999999999999,4.817647058823529,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-7),L (-7)
27.0,,2022-12-09,24-113,ORL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,62.0,3.647058823529412,0.0,78.39999999999999,4.6117647058823525,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+5),W (+5)
28.0,,2022-12-11,24-115,ORL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,44.0,2.588235294117647,0.0,52.60000000000001,3.094117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+4),W (+4)
29.0,,2022-12-14,24-118,ORL,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,78.0,4.588235294117647,0.0,93.4,5.494117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+12),W (+12)
30.0,,2022-12-16,24-120,ORL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,45.0,2.647058823529412,0.0,59.3,3.488235294117647,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+11),W (+11)
31.0,,2022-12-18,24-122,ORL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,51.0,3.0,0.0,59.2,3.4823529411764707,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+8),W (+8)
32.0,,2022-12-19,24-123,ORL,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,75.0,4.411764705882353,0.0,84.1,4.947058823529411,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+3),W (+3)
33.0,,2022-12-21,24-125,ORL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,66.0,3.882352941176471,0.0,76.69999999999999,4.511764705882352,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-1),L (-1)
34.0,,2022-12-23,24-127,ORL,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,99.0,5.823529411764706,0.0,101.3,5.958823529411765,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+6),W (+6)
35.0,,2022-12-27,24-131,ORL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,62.0,3.647058823529412,0.0,68.0,4.0,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+20),W (+20)
36.0,,2022-12-28,24-132,ORL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,55.0,3.235294117647059,0.0,57.39999999999999,3.3764705882352937,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-19),L (-19)
37.0,,2022-12-30,24-134,ORL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,50.0,2.9411764705882355,0.0,61.10000000000001,3.594117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-20),L (-20)
38.0,,2023-01-04,24-139,ORL,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,60.0,3.5294117647058822,0.0,62.29999999999998,3.66470588235294,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-19),L (-19)
39.0,,2023-01-05,24-140,ORL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,55.0,3.235294117647059,0.0,68.49999999999999,4.029411764705881,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+11),W (+11)
40.0,,2023-01-07,24-142,ORL,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,89.0,5.235294117647059,0.0,86.60000000000001,5.094117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-8),L (-8)
41.0,,2023-01-09,24-144,ORL,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,74.0,4.352941176470588,0.0,79.8,4.694117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+14),W (+14)
42.0,,2023-01-10,24-145,ORL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,71.0,4.176470588235294,0.0,79.8,4.694117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,,
43.0,,2023-01-13,24-148,ORL,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,63.0,3.7058823529411766,0.0,65.10000000000001,3.829411764705883,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-25),L (-25)
44.0,,2023-01-15,24-150,ORL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,59.0,3.4705882352941178,0.0,76.79999999999998,4.5176470588235285,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+3),W (+3)
45.0,,2023-01-20,24-155,ORL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,77.0,4.529411764705882,0.0,79.30000000000001,4.6647058823529415,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-4),L (-4)
46.0,,2023-01-21,24-156,ORL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,53.0,3.117647058823529,0.0,74.7,4.394117647058824,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-3),L (-3)
47.0,,2023-01-23,24-158,ORL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,72.0,4.235294117647059,0.0,79.69999999999999,4.688235294117646,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+13),W (+13)
48.0,,2023-01-25,24-160,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,90.0,5.294117647058823,0.0,90.5,5.323529411764706,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-20),L (-20)
49.0,,2023-01-27,24-162,ORL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,62.0,3.647058823529412,0.0,62.5,3.676470588235294,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+15),W (+15)
50.0,,2023-01-28,24-163,ORL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,69.0,4.0588235294117645,0.0,73.9,4.347058823529412,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+6),W (+6)
51.0,,2023-01-30,24-165,ORL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,77.0,4.529411764705882,0.0,81.80000000000001,4.811764705882354,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-5),L (-5)
52.0,,2023-02-01,24-167,ORL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,54.0,3.176470588235294,0.0,52.1,3.0647058823529414,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-19),L (-19)
53.0,,2023-02-03,24-169,ORL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,64.0,3.764705882352941,0.0,75.3,4.429411764705883,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,W (+10),W (+10)
54.0,,2023-02-05,24-171,ORL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15,25,22,10,26,7,22,16,8,1,17,7,17,15,17,21,37.0,70.0,51.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4054054054054054,0.3571428571428571,0.4313725490196078,0.1666666666666666,0.325,0.1458333333333333,0.4150943396226415,0.0,0.0,0.4705882352941176,0.1333333333333333,0.25,0.3469387755102041,0.1228070175438596,0.2361111111111111,0.3191489361702128,0.2698412698412698,0.3684210526315789,5,82.0,38.0,0.131578947368421,0.0,17,,85.0,5.0,0.0,81.89999999999998,4.817647058823528,9.1,0.7,-1.6,-2.4,0.8,0.0140105078809106,0.488,0.705,0.172,0.1,0.0,L (-11),L (-11)
