Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-10,21-335,DEN,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,80.0,4.705882352941177,0.0,97.6,5.741176470588235,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+1),W (+1)
27.0,19.0,2022-12-14,21-339,DEN,WAS,0,1.7333333333333334,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-3,0.0,0.0,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,2.0,89.0,5.235294117647059,2.2,109.69999999999996,6.452941176470586,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+5),W (+5)
28.0,20.0,2022-12-16,21-341,DEN,LAL,0,2.4333333333333336,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,+2,1.0,0.0,0.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,-1.0,70.0,4.117647058823529,-1.1,91.6,5.388235294117647,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+13),W (+13)
29.0,,2022-12-18,21-343,DEN,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,90.0,5.294117647058823,0.0,102.7,6.041176470588235,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-18),L (-18)
30.0,21.0,2022-12-20,21-345,DEN,MEM,0,10.916666666666666,0.0,0.0,,0.0,0.0,,3,4.0,.750,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.9,+1,0.0,0.0,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,2.0,75.0,4.411764705882353,2.7,86.19999999999999,5.070588235294117,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+4),W (+4)
31.0,22.0,2022-12-23,21-348,DEN,POR,0,12.283333333333331,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.8,+5,1.0,1.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,0.0,97.0,5.705882352941177,0.4000000000000001,110.19999999999996,6.482352941176468,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+14),W (+14)
32.0,23.0,2022-12-25,21-350,DEN,PHO,0,8.583333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.2,-9,0.0,0.0,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,0.0,92.0,5.411764705882353,-1.2000000000000002,105.4,6.2,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+13),W (+13)
33.0,24.0,2022-12-27,21-352,DEN,SAC,1,15.333333333333334,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,-2.5,+2,2.0,0.0,0.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,2.0,90.0,5.294117647058823,-2.5000000000000004,107.6,6.329411764705882,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+3),W (+3)
34.0,25.0,2022-12-28,21-353,DEN,SAC,1,30.916666666666668,7.0,9.0,.778,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,14.0,12.1,+2,8.0,7.0,0.875,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,9.0,74.0,4.352941176470588,12.099999999999998,86.8,5.105882352941176,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+7),W (+7)
35.0,,2022-12-30,21-355,DEN,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,,94.0,5.529411764705882,0.0,103.7,6.1000000000000005,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-1),L (-1)
36.0,26.0,2023-01-01,21-357,DEN,BOS,0,12.366666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.3,+5,1.0,1.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,110.0,6.470588235294118,2.2999999999999994,120.1,7.064705882352941,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+5),W (+5)
37.0,27.0,2023-01-02,21-358,DEN,MIN,0,12.4,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.5,0,2.0,1.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,-1.0,76.0,4.470588235294118,0.1000000000000005,86.49999999999999,5.088235294117646,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+12),W (+12)
38.0,28.0,2023-01-05,21-361,DEN,LAC,0,23.816666666666663,5.0,6.0,.833,0.0,1.0,.000,3,3.0,1.000,2.0,4.0,6.0,2.0,1.0,1.0,0.0,5.0,13.0,14.5,+13,5.0,5.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,14.0,99.0,5.823529411764706,13.299999999999995,103.4,6.082352941176471,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-13),L (-13)
39.0,29.0,2023-01-06,21-362,DEN,CLE,0,6.683333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.1,-4,0.0,0.0,,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,-2.0,112.0,6.588235294117647,-2.1,118.69999999999996,6.982352941176468,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+31),W (+31)
40.0,30.0,2023-01-09,22-000,DEN,LAL,0,12.833333333333334,3.0,5.0,.600,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,6.0,5.6,+3,5.0,3.0,0.6,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,6.0,103.0,6.0588235294117645,5.6000000000000005,108.89999999999998,6.405882352941175,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+13),W (+13)
41.0,31.0,2023-01-11,22-002,DEN,PHO,0,19.7,6.0,9.0,.667,1.0,3.0,.333,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,11.7,+12,6.0,5.0,0.8333333333333334,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,6.0,76.0,4.470588235294118,10.899999999999997,89.19999999999999,5.247058823529411,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+13),W (+13)
42.0,32.0,2023-01-13,22-004,DEN,LAC,0,19.066666666666663,3.0,5.0,.600,0.0,0.0,,3,5.0,.600,6.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,9.0,10.7,0,5.0,3.0,0.6,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,7.0,70.0,4.117647058823529,9.499999999999998,84.79999999999998,4.988235294117646,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,,
43.0,33.0,2023-01-15,22-006,DEN,ORL,0,15.6,4.0,4.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,8.0,-8,3.0,3.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,7.0,78.0,4.588235294117647,8.0,93.2,5.482352941176471,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+29),W (+29)
44.0,34.0,2023-01-17,22-008,DEN,POR,0,13.533333333333331,3.0,8.0,.375,1.0,4.0,.250,0,2.0,.000,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,5.6,-10,4.0,2.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,85.0,5.0,5.599999999999999,97.3,5.723529411764706,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+12),W (+12)
45.0,35.0,2023-01-18,22-009,DEN,MIN,0,16.033333333333335,3.0,4.0,.750,1.0,1.0,1.000,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,2.8,-13,3.0,2.0,0.6666666666666666,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,0.0,72.0,4.235294117647059,2.8,91.3,5.370588235294117,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+3),W (+3)
46.0,36.0,2023-01-20,22-011,DEN,IND,1,26.15,2.0,4.0,.500,1.0,1.0,1.000,2,3.0,.667,2.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,7.0,8.7,+13,3.0,1.0,0.3333333333333333,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,8.0,107.0,6.294117647058823,7.899999999999999,119.3,7.017647058823529,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+9),W (+9)
47.0,37.0,2023-01-22,22-013,DEN,OKC,1,27.85,3.0,5.0,.600,2.0,3.0,.667,4,8.0,.500,3.0,7.0,10.0,1.0,0.0,2.0,0.0,4.0,12.0,12.8,+2,2.0,1.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,12.0,71.0,4.176470588235294,11.199999999999998,95.1,5.594117647058823,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+4),W (+4)
48.0,38.0,2023-01-24,22-015,DEN,NOP,0,24.216666666666665,1.0,5.0,.200,0.0,3.0,.000,2,2.0,1.000,3.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,4.0,4.1,+3,2.0,1.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,5.0,69.0,4.0588235294117645,3.3000000000000007,86.49999999999999,5.088235294117646,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+23),W (+23)
49.0,39.0,2023-01-25,22-016,DEN,MIL,1,22.23333333333333,2.0,7.0,.286,1.0,5.0,.200,1,2.0,.500,1.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,6.0,5.8,-2,2.0,1.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,5.0,60.0,3.5294117647058822,5.399999999999999,65.8,3.8705882352941177,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-2),L (-2)
50.0,40.0,2023-01-28,22-019,DEN,PHI,0,9.683333333333334,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,6.4,-6,2.0,1.0,0.5,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,6.0,86.0,5.0588235294117645,6.4,98.4,5.788235294117648,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,W (+1),W (+1)
51.0,41.0,2023-01-31,22-022,DEN,NOP,0,3.4833333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-9,1.0,0.0,0.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,-1.0,100.0,5.882352941176471,-1.1,118.40000000000002,6.964705882352942,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-8),L (-8)
52.0,42.0,2023-02-02,22-024,DEN,GSW,0,17.15,1.0,2.0,.500,0.0,1.0,.000,3,3.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,5.0,4.1,-4,1.0,1.0,1.0,44,33,51,50,30,26,30,12,42,31,47,37,41,16,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,0.6470588235294118,0.5892857142857143,0.6375,0.6578947368421053,,0.6976744186046512,0.6666666666666666,0.6976744186046512,0.7058823529411765,0.6461538461538462,0.5535714285714286,0.618421052631579,0.5967741935483871,0.5942028985507246,0.6956521739130435,0.6833333333333333,4,4,2.0,68.0,59.0,0.0588235294117647,0.0,0.0677966101694915,17,3.0,108.0,6.352941176470588,2.9000000000000004,132.6,7.8,12.5,1.6,-3.7,-2.7,-0.9,0.0291732490784623,0.62,0.332,0.316,-0.3,0.9,L (-7),L (-7)
