Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
26.0,24.0,2022-12-10,25-312,POR,MIN,0,20.03333333333333,5.0,5.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,9.1,+16,5.0,5.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,57.0,2.590909090909091,9.099999999999998,66.9,3.040909090909091,0.0557049145069362,L (-1),L (-1)
27.0,25.0,2022-12-12,25-314,POR,MIN,0,16.783333333333335,3.0,3.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,6.0,6.0,+15,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,89.0,4.045454545454546,6.0,99.9,4.540909090909091,0.0557049145069362,W (+6),W (+6)
28.0,26.0,2022-12-14,25-316,POR,SAS,0,14.283333333333331,3.0,3.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,7.0,9.0,+13,3.0,3.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,10.0,91.0,4.136363636363637,8.599999999999998,97.7,4.440909090909091,0.0557049145069362,W (+21),W (+21)
29.0,27.0,2022-12-16,25-318,POR,DAL,0,12.983333333333333,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,4.9,-18,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,62.0,2.8181818181818183,4.900000000000001,63.89999999999999,2.9045454545454543,0.0557049145069362,W (+16),W (+16)
30.0,28.0,2022-12-17,25-319,POR,HOU,0,17.066666666666666,3.0,4.0,.750,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,6.0,2.2,+1,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,3.0,60.0,2.727272727272727,2.2,77.5,3.522727272727273,0.0557049145069362,L (-20),L (-20)
31.0,29.0,2022-12-19,25-321,POR,OKC,1,32.05,4.0,4.0,1.000,0.0,0.0,,1,2.0,.500,2.0,5.0,7.0,3.0,0.0,2.0,0.0,4.0,9.0,12.2,+7,4.0,4.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,15.0,58.0,2.636363636363636,11.8,71.9,3.2681818181818185,0.0557049145069362,W (+12),W (+12)
32.0,30.0,2022-12-21,25-323,POR,OKC,0,19.866666666666667,3.0,5.0,.600,0.0,0.0,,0,0.0,,4.0,3.0,7.0,3.0,3.0,1.0,1.0,2.0,6.0,11.4,-4,5.0,3.0,0.6,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,14.0,67.0,3.0454545454545454,11.4,63.1,2.868181818181818,0.0557049145069362,L (-2),L (-2)
33.0,31.0,2022-12-23,25-325,POR,DEN,0,26.55,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,2.2,-9,2.0,1.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,5.0,50.0,2.272727272727273,2.2,62.7,2.85,0.0557049145069362,L (-3),L (-3)
34.0,32.0,2022-12-26,25-328,POR,CHO,0,11.95,3.0,3.0,1.000,1.0,1.0,1.000,1,2.0,.500,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,8.0,9.4,-9,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,88.0,4.0,8.999999999999998,77.1,3.5045454545454544,0.0557049145069362,L (-13),L (-13)
35.0,33.0,2022-12-30,25-332,POR,GSW,1,31.75,4.0,6.0,.667,0.0,0.0,,0,1.0,.000,2.0,5.0,7.0,2.0,1.0,1.0,2.0,5.0,8.0,7.0,-10,6.0,4.0,0.6666666666666666,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,10.0,60.0,2.727272727272727,7.0,61.7,2.8045454545454547,0.0557049145069362,W (+11),W (+11)
36.0,34.0,2023-01-02,25-335,POR,DET,0,29.33333333333333,3.0,5.0,.600,0.0,0.0,,4,5.0,.800,3.0,7.0,10.0,2.0,3.0,3.0,0.0,0.0,10.0,18.0,+20,5.0,3.0,0.6,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,18.0,63.0,2.863636363636364,16.4,80.5,3.659090909090909,0.0557049145069362,L (-6),L (-6)
37.0,35.0,2023-01-04,25-337,POR,MIN,0,20.0,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,1.0,4.0,5.0,0.0,1.0,2.0,3.0,6.0,4.0,2.6,-14,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,6.0,45.0,2.0454545454545454,1.8000000000000016,65.5,2.977272727272727,0.0557049145069362,W (+29),W (+29)
38.0,36.0,2023-01-06,25-339,POR,IND,0,15.083333333333334,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,1.7,+5,4.0,2.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,41.0,1.8636363636363635,1.7000000000000002,46.00000000000001,2.090909090909092,0.0557049145069362,L (-7),L (-7)
39.0,37.0,2023-01-08,25-341,POR,TOR,0,9.466666666666669,0.0,0.0,,0.0,0.0,,0,2.0,.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2,-3,0.0,0.0,,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,-1.0,56.0,2.5454545454545454,-1.2000000000000002,53.29999999999999,2.4227272727272724,0.0557049145069362,L (-9),L (-9)
40.0,38.0,2023-01-10,25-343,POR,ORL,0,13.916666666666666,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,6.0,4.8,-2,2.0,2.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,6.0,49.0,2.227272727272727,3.9999999999999982,64.9,2.95,0.0557049145069362,L (-12),L (-12)
41.0,39.0,2023-01-12,25-345,POR,CLE,0,15.8,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,3.0,3.9,-7,1.0,0.0,0.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,57.0,2.590909090909091,3.9,62.99999999999999,2.863636363636364,0.0557049145069362,L (-3),L (-3)
42.0,40.0,2023-01-14,25-347,POR,DAL,0,19.866666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,2.0,0.0,1.0,0.0,3.0,2.0,4.6,+13,1.0,1.0,1.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,95.0,4.318181818181818,4.599999999999999,93.2,4.236363636363636,0.0557049145069362,,
43.0,41.0,2023-01-15,25-348,POR,DAL,0,18.133333333333333,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,2.0,2.0,4.0,3.0,0.0,1.0,0.0,2.0,4.0,7.0,-2,2.0,1.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,70.0,3.1818181818181817,6.199999999999999,87.3,3.968181818181818,0.0557049145069362,L (-6),L (-6)
44.0,42.0,2023-01-17,25-350,POR,DEN,0,16.433333333333334,3.0,4.0,.750,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,6.0,7.7,+6,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,8.0,54.0,2.4545454545454546,7.700000000000001,64.5,2.9318181818181817,0.0557049145069362,W (+17),W (+17)
45.0,43.0,2023-01-19,25-352,POR,PHI,0,24.15,3.0,5.0,.600,0.0,1.0,.000,0,2.0,.000,1.0,5.0,6.0,2.0,1.0,1.0,0.0,2.0,6.0,7.4,+3,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,9.0,53.0,2.409090909090909,7.399999999999999,47.1,2.140909090909091,0.0557049145069362,W (+17),W (+17)
46.0,44.0,2023-01-22,25-355,POR,LAL,0,30.53333333333333,3.0,4.0,.750,0.0,0.0,,0,0.0,,4.0,7.0,11.0,1.0,0.0,6.0,1.0,3.0,6.0,12.0,+1,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,19.0,55.0,2.5,12.0,58.19999999999999,2.645454545454545,0.0557049145069362,L (-9),L (-9)
47.0,45.0,2023-01-23,25-356,POR,SAS,0,15.8,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,7.0,7.6,+19,4.0,3.0,0.75,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,7.0,94.0,4.2727272727272725,7.199999999999998,128.1,5.822727272727272,0.0557049145069362,L (-10),L (-10)
48.0,46.0,2023-01-25,25-358,POR,UTA,0,26.15,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,2.0,8.0,10.0,0.0,2.0,2.0,0.0,2.0,8.0,11.8,+3,5.0,4.0,0.8,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,16.0,88.0,4.0,11.8,99.9,4.540909090909091,0.0557049145069362,L (-9),L (-9)
49.0,47.0,2023-01-28,25-361,POR,TOR,1,22.116666666666667,3.0,6.0,.500,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,7.0,4.8,-15,6.0,3.0,0.5,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,4.0,67.0,3.0454545454545454,4.399999999999999,76.29999999999998,3.4681818181818174,0.0557049145069362,W (+20),W (+20)
50.0,48.0,2023-01-30,25-363,POR,ATL,0,21.866666666666667,0.0,1.0,.000,0.0,0.0,,3,3.0,1.000,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,5.3,+4,1.0,0.0,0.0,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,5.0,70.0,3.1818181818181817,4.1,79.8,3.627272727272727,0.0557049145069362,W (+10),W (+10)
51.0,49.0,2023-02-01,26-000,POR,MEM,0,23.8,5.0,7.0,.714,0.0,0.0,,1,1.0,1.000,4.0,7.0,11.0,3.0,1.0,1.0,2.0,5.0,11.0,12.8,+9,7.0,5.0,0.7142857142857143,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,17.0,63.0,2.863636363636364,12.400000000000002,80.3,3.65,0.0557049145069362,L (-18),L (-18)
52.0,50.0,2023-02-03,26-002,POR,WAS,1,17.85,1.0,4.0,.250,0.0,0.0,,3,4.0,.750,3.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,5.0,6.1,-11,4.0,1.0,0.25,60,1,58,15,15,53,5,61,18,50,4,27,50,40,53,76,6,58,62.0,1,58.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.967741935483871,1.0,1.0,0.6818181818181818,0.9375,0.9464285714285714,1.0,0.9682539682539684,0.9473684210526316,0.6578947368421053,1.0,0.9310344827586208,0.9615384615384616,1.0,0.9814814814814816,0.0,0.95,0.0,1.0,0.935483870967742,18,20,22,9,40.0,74.0,63.0,71.0,20.0,0.2857142857142857,0.5,0.0,0.3098591549295774,0.45,22,5.0,90.0,4.090909090909091,4.900000000000002,76.30000000000003,3.468181818181819,0.0557049145069362,W (+4),W (+4)
